code,current,name,name_short,gender,country_code,country,events,birth_country,other_sports,medal_type,year
1532872,True,ALEKSANYAN Artur,ALEKSANYAN A,Male,ARM,Armenia,"[""Men's Greco-Roman 97kg""]",Armenia,,Silver,2024
1532873,True,AMOYAN Malkhas,AMOYAN M,Male,ARM,Armenia,"[""Men's Greco-Roman 77kg""]",Armenia,,Bronze,2024
1532874,True,GALSTYAN Slavik,GALSTYAN S,Male,ARM,Armenia,"[""Men's Greco-Roman 67kg""]",,,,2024
1532944,True,HARUTYUNYAN Arsen,HARUTYUNYAN A,Male,ARM,Armenia,"[""Men's Freestyle 57kg""]",Armenia,,,2024
1532945,True,TEVANYAN Vazgen,TEVANYAN V,Male,ARM,Armenia,"[""Men's Freestyle 65kg""]",Armenia,,,2024
1532951,True,ARENAS Lorena,ARENAS L,Female,COL,Colombia,"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",Colombia,,,2024
1533112,True,McKENZIE Ashley,McKENZIE A,Male,JAM,Jamaica,['Men -60 kg'],Great Britain,,,2024
1533136,True,BASS BITTAYE Gina Mariam,BASS BITTAYE GM,Female,GAM,Gambia,"[""Women's 100m"", ""Women's 200m""]",Gambia,,,2024
1533176,True,CAMARA Ebrahima,CAMARA E,Male,GAM,Gambia,"[""Men's 100m""]",Gambia,,,2024
1533188,True,RUEDA SANTOS Lizeth,RUEDA SANTOS L,Female,MEX,Mexico,"[""Women's Individual""]",Mexico,Competed in marathon swimming at London 2012. Finished 20th in the 10km. She also competed in the Marathon Swimming World Cup circuit and at multiple world championships,,2024
1533189,True,TAPIA VIDAL Rosa Maria,TAPIA VIDAL RM,Female,MEX,Mexico,"[""Women's Individual""]",Mexico,,,2024
1533190,True,GRAJALES Crisanto,GRAJALES C,Male,MEX,Mexico,"[""Men's Individual""]",Mexico,,,2024
1533208,True,MAAROUFOU Hachim,MAAROUFOU H,Male,COM,Comoros,"[""Men's 100m""]",France,,,2024
1533209,True,SAADI Maesha,SAADI M,Female,COM,Comoros,"[""Women's 50m Freestyle""]",France,,,2024
1533230,True,DIOSDADO Nuria,DIOSDADO N,Female,MEX,Mexico,"['Team', 'Duet']",Mexico,,,2024
1533231,True,JIMENEZ Joana,JIMENEZ J,Female,MEX,Mexico,"['Team', 'Duet']",Mexico,,,2024
1533232,True,SOBRINO Jessica,SOBRINO J,Female,MEX,Mexico,['Team'],Mexico,,,2024
1533234,True,ALFEREZ Regina,ALFEREZ R,Female,MEX,Mexico,['Team'],,,,2024
1533235,True,ARELLANO Fernanda,ARELLANO F,Female,MEX,Mexico,['Team'],,,,2024
1533237,True,TOSCANO Pamela,TOSCANO P,Female,MEX,Mexico,['Team'],,,,2024
1533239,True,GONZALEZ Itzamary,GONZALEZ I,Female,MEX,Mexico,['Team'],,,,2024
1533240,True,RODRIGUEZ Samanta,RODRIGUEZ S,Female,MEX,Mexico,['Team'],,,,2024
1533243,True,INZUNZA Glenda,INZUNZA G,Female,MEX,Mexico,['Team'],,,,2024
1533245,True,SEHEN Sajjad,SEHEN S,Male,IRQ,Iraq,['Men -81 kg'],Iraq,,,2024
1533359,True,RUBAIAWI Ali Ammar Yusur,RUBAIAWI AAY,Male,IRQ,Iraq,"[""Men's +102kg""]",,,,2024
1533364,True,ISMAIL Mohamed,ISMAIL M,Male,DJI,Djibouti,"[""Men's 5000m""]",Djibouti,,,2024
1533371,True,HASSAN Ibrahim,HASSAN I,Male,DJI,Djibouti,"[""Men's Marathon""]",,,,2024
1533372,True,WAISS Abdi,WAISS A,Male,DJI,Djibouti,"[""Men's 5000m""]",Djibouti,,,2024
1533374,True,HASSAN NOUR Samiyah,HASSAN NOUR S,Female,DJI,Djibouti,"[""Women's 5000m""]",,,,2024
1533378,True,HOUSSEIN BARKAT Houmed,HOUSSEIN BARKAT H,Male,DJI,Djibouti,"[""Men's 50m Freestyle""]",,,,2024
1535180,True,BARAT Andy,BARAT A,Male,COM,Comoros,"[""Men's Kayak Single"", ""Men's Kayak Cross""]",Comoros,,,2024
1535186,True,MARTINEZ RAMIREZ Miguel Angel,MARTINEZ RAMIREZ M,Male,MEX,Mexico,"[""Men's 63.5kg""]",Mexico,,,2024
1535187,True,VERDE ALVAREZ Marco Alonso,VERDE ALVAREZ MA,Male,MEX,Mexico,"[""Men's 71kg""]",Mexico,,Silver,2024
1535191,True,GONZALEZ Alegna,GONZALEZ A,Female,MEX,Mexico,"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",Mexico,,,2024
1535195,True,LOPEZ Jesus Tonatiu,LOPEZ JT,Male,MEX,Mexico,"[""Men's 800m""]",Mexico,,,2024
1535199,True,PORTILLO Erick,PORTILLO E,Male,MEX,Mexico,"[""Men's High Jump""]",Mexico,,,2024
1535201,True,MUNOZ Uziel,MUNOZ U,Male,MEX,Mexico,"[""Men's Shot Put""]",Mexico,,,2024
1535202,True,del REAL Diego,del REAL D,Male,MEX,Mexico,"[""Men's Hammer Throw""]",Mexico,,,2024
1535203,True,DOCTOR Jose Luis,DOCTOR JL,Male,MEX,Mexico,"[""Men's 20km Race Walk""]",Mexico,,,2024
1535212,True,MORAN Paola,MORAN P,Female,MEX,Mexico,"[""Women's 400m""]",Mexico,,,2024
1535214,True,GALVAN Laura,GALVAN L,Female,MEX,Mexico,"[""Women's 5000m""]",Mexico,,,2024
1535216,True,CORTES Alma Delia,CORTES AD,Female,MEX,Mexico,"[""Women's 5000m""]",Mexico,,,2024
1535217,True,CRISTIAN MOSCOTE Citlali,CRISTIAN MOSCOTE C,Female,MEX,Mexico,"[""Women's Marathon""]",Mexico,,,2024
1535222,True,PALMA OLIVARES Ever Jair,PALMA OLIVARES EJ,Male,MEX,Mexico,['Marathon Race Walk Relay Mixed'],Mexico,,,2024
1535225,True,OETLING RAMIREZ Elena,OETLING RAMIREZ E,Female,MEX,Mexico,"[""Women's Dinghy""]",Mexico,,,2024
1535226,True,AGUILAR CHAVEZ PEON Mariana,AGUILAR CH P,Female,MEX,Mexico,"[""Women's Windsurfing""]",Mexico,,,2024
1535252,True,LECHUGA ALANIS Kenia,LECHUGA ALANIS K,Female,MEX,Mexico,"[""Women's Single Sculls""]",Mexico,,,2024
1535260,True,LOPEZ GARCIA Alexis,LOPEZ GARCIA A,Male,MEX,Mexico,"[""Lightweight Men's Double Sculls""]",Mexico,,,2024
1535267,True,CARBALLO NIETO Miguel,CARBALLO NIETO M,Male,MEX,Mexico,"[""Lightweight Men's Double Sculls""]",Mexico,,,2024
1535310,True,BLANCO Luisa,BLANCO L,Female,COL,Colombia,"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",United States,,,2024
1535343,True,WILLARS VALDEZ Randal,WILLARS VALDEZ R,Male,MEX,Mexico,"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",Mexico,,,2024
1535345,True,BERLIN REYES Kevin,BERLIN REYES K,Male,MEX,Mexico,"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",Mexico,,,2024
1535346,True,OROZCO LOZA Alejandra,OROZCO LOZA A,Female,MEX,Mexico,"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",Mexico,,,2024
1535348,True,AGUNDEZ GARCIA Gabriela,AGUNDEZ GARCIA G,Female,MEX,Mexico,"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",Mexico,,,2024
1535349,True,OLVERA IBARRA Osmar,OLVERA IBARRA O,Male,MEX,Mexico,"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",Mexico,,Bronze,2024
1535349,True,OLVERA IBARRA Osmar,OLVERA IBARRA O,Male,MEX,Mexico,"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",Mexico,,Silver,2024
1535350,True,GARZA PEREZ Eugenio,GARZA PEREZ E,Male,MEX,Mexico,"['Jumping Individual', 'Jumping Team']",Mexico,,,2024
1535351,True,FERNANDEZ Federico,FERNANDEZ F,Male,MEX,Mexico,"['Jumping Individual', 'Jumping Team']",Mexico,,,2024
1535354,True,de LARA OJEDA Miguel Alejandro,de LARA OJEDA MA,Male,MEX,Mexico,"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",Mexico,,,2024
1535356,True,MORENO Alexa,MORENO A,Female,MEX,Mexico,"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",Mexico,,,2024
1535357,True,SANDOVAL Ahtziri,SANDOVAL A,Female,MEX,Mexico,"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",Mexico,,,2024
1535358,True,FLORES Sofia,FLORES S,Female,MEX,Mexico,['Group All-Around'],Mexico,,,2024
1535359,True,SALAZAR Kimberly,SALAZAR K,Female,MEX,Mexico,['Group All-Around'],Mexico,,,2024
1535360,True,TEJEDA Adirem,TEJEDA A,Female,MEX,Mexico,['Group All-Around'],,,,2024
1535361,True,ALCOCER Dalia,ALCOCER D,Female,MEX,Mexico,['Group All-Around'],Mexico,,,2024
1535362,True,GUTIERREZ Julia,GUTIERREZ J,Female,MEX,Mexico,['Group All-Around'],Mexico,,,2024
1535363,True,HERNANDEZ Emiliano,HERNANDEZ E,Male,MEX,Mexico,"[""Men's Individual""]",Mexico,,,2024
1535364,True,CARRILLO Duilio,CARRILLO D,Male,MEX,Mexico,"[""Men's Individual""]",Mexico,,,2024
1535365,True,OLIVER Mayan,OLIVER M,Female,MEX,Mexico,"[""Women's Individual""]",Mexico,,,2024
1535366,True,SANSORES Carlos,SANSORES C,Male,MEX,Mexico,['Men +80kg'],Mexico,,,2024
1535367,True,SOUZA Daniela Paola,SOUZA DP,Female,MEX,Mexico,['Women -49kg'],Mexico,,,2024
1535368,True,CLELAND QUINONEZ Alan,CLELAND QUINONEZ A,Male,MEX,Mexico,['Men'],Mexico,,,2024
1535373,True,GRIGORIAN Aram,GRIGORIAN A,Male,UAE,UA Emirates,['Men -90 kg'],Russian Federation,"He was 2019 sambo world champion at 82kg (held in Cheongju, Republic of Korea)",,2024
1535374,True,KOSTOEV Dzhafar,KOSTOEV D,Male,UAE,UA Emirates,['Men -100 kg'],Russian Federation,,,2024
1535375,True,MAGOMEDOMAROV Magomedomar,MAGOMEDOMAROV M,Male,UAE,UA Emirates,['Men +100 kg'],Russian Federation,,,2024
1535376,True,TATALASHVILI Nugzari,TATALASHVILI N,Male,UAE,UA Emirates,['Men -81 kg'],Georgia,,,2024
1535383,True,BISHRELT Khorloodoi,BISHRELT K,Female,UAE,UA Emirates,['Women -52 kg'],Mongolia,,,2024
1535385,True,HOUSSEIN Alexandre,HOUSSEIN A,Male,DJI,Djibouti,['Men -73 kg'],France,,,2024
1535395,True,AL SAYEGH Safia,AL SAYEGH S,Female,UAE,UA Emirates,"[""Women's Road Race""]",,,,2024
1535420,True,VALENCIA Alejandra,VALENCIA A,Female,MEX,Mexico,"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",Mexico,,Bronze,2024
1535429,True,RUIZ Angela,RUIZ A,Female,MEX,Mexico,"[""Women's Individual"", ""Women's Team""]",,,Bronze,2024
1535430,True,GRANDE Matias,GRANDE M,Male,MEX,Mexico,"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",Mexico,,,2024
1535433,True,PRIETO Marcela,PRIETO M,Female,MEX,Mexico,"[""Women's Road Race""]",Mexico,,,2024
1535438,True,RAMIREZ RAMOS Edson Ismael,RAMIREZ RAMOS EI,Male,MEX,Mexico,"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",Mexico,,,2024
1535439,True,RODRIGUEZ Gabriela,RODRIGUEZ G,Female,MEX,Mexico,['Skeet Women'],Mexico,,,2024
1535440,True,ZAVALA VAZQUEZ Alejandra,ZAVALA VAZQUEZ A,Female,MEX,Mexico,"['10m Air Pistol Women', '25m Pistol Women']",Mexico,,,2024
1535441,True,QUEZADA MARQUEZ Carlos,QUEZADA MARQUEZ C,Male,MEX,Mexico,"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",Mexico,,,2024
1535442,True,PENAFLOR MOYSEN Aram Michell,PENAFLOR MOYSEN AM,Male,MEX,Mexico,"[""Men's Individual""]",Mexico,,,2024
1535444,True,REINOSO Sofia,REINOSO S,Female,MEX,Mexico,"[""Women's Kayak Single"", ""Women's Kayak Cross""]",Mexico,,,2024
1535448,True,BRIONES FRAGOZA Beatriz,BRIONES FRAGOZA B,Female,MEX,Mexico,"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",Mexico,,,2024
1535449,True,ALANIS MORALES Karina,ALANIS MORALES K,Female,MEX,Mexico,"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",Mexico,,,2024
1535505,True,LINARES Natalia,LINARES N,Female,COL,Colombia,"[""Women's Long Jump""]",Colombia,,,2024
1535506,True,LONGA Ronal,LONGA R,Male,COL,Colombia,"[""Men's 100m""]",Colombia,,,2024
1535511,True,RUIZ HURTADO Flor Denis,RUIZ HURTADO FD,Female,COL,Colombia,"[""Women's Javelin Throw""]",Colombia,,,2024
1535512,True,ORJUELA Angie,ORJUELA A,Female,COL,Colombia,"[""Women's Marathon""]",Colombia,,,2024
1535513,True,RENTERIA RENTERIA Tatiana,RENTERIA RENTERIA,Female,COL,Colombia,"[""Women's Freestyle 76kg""]",,,Bronze,2024
1535514,True,VALDES PANA Angie Paola,VALDES PANA AP,Female,COL,Colombia,"[""Women's 60kg""]",Colombia,,,2024
1535522,True,ARBOLEDA MENDOZA Valeria,ARBOLEDA MENDOZA V,Female,COL,Colombia,"[""Women's 57kg""]",Colombia,,,2024
1535524,True,BOLANOS LOPEZ Victor,BOLANOS LOPEZ V,Male,COL,Colombia,"[""Men's Kite""]",Colombia,,,2024
1535609,True,ABDOLI Samyar,ABDOLI S,Male,IRI,IR Iran,"[""Men's 100m Freestyle""]",,,,2024
1535660,True,SIMWAKA Asimenye,SIMWAKA A,Female,MAW,Malawi,"[""Women's 100m""]",Malawi,Football: Plays as a striker for the Malawi national team. Won the 2023 COSAFA Women's Championship final,,2024
1535693,True,AL MARZOOQI Omar Abdul Aziz,AL MARZOOQI OAA,Male,UAE,UA Emirates,"['Jumping Individual', 'Jumping Team']",,,,2024
1535729,True,SERRANO Franco,SERRANO F,Male,ARG,Argentina,"[""Men's Individual""]",Argentina,,,2024
1535766,True,KUMEL SAADI,KUMEL SAADI,Male,IRQ,Iraq,['Men'],Switzerland,,,2024
1535776,True,JOSEF AL IMAM,JOSEF AL IMAM,Male,IRQ,Iraq,['Men'],Sweden,,,2024
1535804,True,MUNTADHER ABDULAMEER,MUNTADHER ABDULAM,Male,IRQ,Iraq,['Men'],Iraq,,,2024
1535805,True,MUNTADHER MOHAMMED,MUNTADHER MOHAMMED,Male,IRQ,Iraq,['Men'],Iraq,,,2024
1535852,True,MAEDER Maximilian,MAEDER M,Male,SGP,Singapore,"[""Men's Kite""]",Singapore,,Bronze,2024
1535853,True,LO Ryan,LO R,Male,SGP,Singapore,"[""Men's Dinghy""]",Singapore,,,2024
1535854,True,SIM En Yi Letitia,SIM EYL,Female,SGP,Singapore,"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",Singapore,,,2024
1535856,True,TAN Jonathan Eu Jin,TAN JEJ,Male,SGP,Singapore,"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",Singapore,,,2024
1535858,True,PEREIRA Veronica Shanti,PEREIRA VS,Female,SGP,Singapore,"[""Women's 100m"", ""Women's 200m""]",Singapore,,,2024
1535910,True,ZAID TAHSEEN,ZAID TAHSEEN,Male,IRQ,Iraq,['Men'],Iraq,,,2024
1535913,True,HUSSEIN AMER,HUSSEIN AMER,Male,IRQ,Iraq,['Men'],Iraq,,,2024
1535914,True,ANAK LISES Bertrand Rhodict,ANAK LISES BR,Male,MAS,Malaysia,"[""Men's 10m Platform""]",Malaysia,,,2024
1535916,True,HUSSEIN LAWEND,HUSSEIN LAWEND,Male,IRQ,Iraq,['Men'],Iraq,,,2024
1535918,True,WONG Guanjie Johnathan,WONG GJ,Male,MAS,Malaysia,['10m Air Pistol Men'],Malaysia,,,2024
1535925,True,MOHAMAD ZUBIR Nur Aisyah,MOHAMAD ZUBIR NA,Female,MAS,Malaysia,"[""Women's Road Race""]",Malaysia,,,2024
1535926,True,MOHAMAD LATIF Nur Shazrin,MOHAMAD LATIF NS,Female,MAS,Malaysia,"[""Women's Dinghy""]",Malaysia,,,2024
1535927,True,ALI JASIM,ALI JASIM,Male,IRQ,Iraq,['Men'],Iraq,,,2024
1535928,True,KARRAR SAAD,KARRAR SAAD,Male,IRQ,Iraq,['Men'],Iraq,,,2024
1535929,True,KARRAR MOHAMMED,KARRAR MOHAMMED,Male,IRQ,Iraq,['Men'],Iraq,,,2024
1535930,True,NIHAD MOHAMMED,NIHAD MOHAMMED,Male,IRQ,Iraq,['Men'],Iraq,,,2024
1535959,True,DOUA Camil,DOUA C,Male,MTN,Mauritania,"[""Men's 50m Freestyle""]",France,,,2024
1535993,True,CHEW Caroline,CHEW C,Female,SGP,Singapore,['Dressage Individual'],Singapore,Equestrian jumping: Represented Singapore at international youth level and competed in the individual and team events at the 2010 Youth Olympic Games in Singapore,,2024
1536032,True,HERNANDEZ FLORES Margarita,HERNANDEZ FLORES M,Female,MEX,Mexico,"[""Women's Marathon""]",Mexico,,,2024
1536045,True,SALIMI Arian,SALIMI A,Male,IRI,IR Iran,['Men +80kg'],IR Iran,,Gold,2024
1536058,True,BARKHORDARI Mehran,BARKHORDARI M,Male,IRI,IR Iran,['Men -80kg'],IR Iran,,Silver,2024
1536064,True,NEMATZADEH Mobina,NEMATZADEH M,Female,IRI,IR Iran,['Women -49kg'],IR Iran,,Bronze,2024
1536067,True,KIYANICHANDEH Nahid,KIYANICHANDEH N,Female,IRI,IR Iran,['Women -57kg'],IR Iran,,Silver,2024
1536157,True,MPALI Adam,MPALI A,Male,GAB,Gabon,"[""Men's 50m Freestyle""]",,,,2024
1536175,True,AMISON Naima-Zahra,AMISON NZ,Female,DJI,Djibouti,"[""Women's 50m Freestyle""]",,,,2024
1536184,True,STREHLKE DELGADO Paulo,STREHLKE DELGADO P,Male,MEX,Mexico,"[""Men's 10km""]",Mexico,,,2024
1536190,True,SANDOVAL AYALA Martha,SANDOVAL AYALA M,Female,MEX,Mexico,"[""Women's 10km""]",,,,2024
1536196,True,ESTUDILLO TORRES Alejandra,ESTUDILLO TORRES A,Female,MEX,Mexico,"[""Women's 3m Springboard""]",Mexico,,,2024
1536197,True,CELAYA HERNANDEZ Juan Manuel,CELAYA HERNANDEZ J,Male,MEX,Mexico,"[""Men's Synchronised 3m Springboard""]",Mexico,,Silver,2024
1536198,True,VAZQUEZ MONTANO Aranza,VAZQUEZ MONTANO A,Female,MEX,Mexico,"[""Women's 3m Springboard""]",Mexico,,,2024
1536207,True,ALIPOUR SHENAZANDIFARD Reza,ALI POUR R,Male,IRI,IR Iran,"[""Men's Speed""]",IR Iran,,,2024
1536214,True,ALAMIAN Nima,ALAMIAN N,Male,IRI,IR Iran,"[""Men's Singles""]",IR Iran,,,2024
1536215,True,ALAMIYAN Noshad,ALAMIYAN N,Male,IRI,IR Iran,"[""Men's Singles""]",IR Iran,,,2024
1536233,True,YASEEN Taha Hussein,YASEEN TH,Male,IRQ,Iraq,"[""Men's 100m""]",Iraq,,,2024
1536251,True,MAAN Tulika,MAAN T,Female,IND,India,['Women +78 kg'],India,Kurash: Silver medallist at the 2016 World Junior Championships,,2024
1536341,True,ANCER Abraham,ANCER A,Male,MEX,Mexico,"[""Men's Individual Stroke Play""]",United States,,,2024
1536368,True,SHARMA Shubhankar,SHARMA S,Male,IND,India,"[""Men's Individual Stroke Play""]",India,,,2024
1536371,True,BHULLAR Gaganjeet,BHULLAR G,Male,IND,India,"[""Men's Individual Stroke Play""]",India,,,2024
1536372,True,GIRMA Ermias,GIRMA E,Male,ETH,Ethiopia,"[""Men's 1500m""]",Ethiopia,,,2024
1536460,True,ROJAS Carlos,ROJAS C,Male,MEX,Mexico,"[""Men's Individual"", ""Men's Team""]",,,,2024
1536467,True,MARTINEZ WING Bruno,MARTINEZ WING B,Male,MEX,Mexico,"[""Men's Individual"", ""Men's Team""]",,,,2024
1536479,True,VAZQUEZ Ana,VAZQUEZ A,Female,MEX,Mexico,"[""Women's Individual"", ""Women's Team""]",Mexico,,Bronze,2024
1536494,True,RIVERA Edgar,RIVERA E,Male,MEX,Mexico,"[""Men's High Jump""]",Mexico,,,2024
1536495,True,TAMAYO-GARZA Cecilia,TAMAYO-GARZA C,Female,MEX,Mexico,"[""Women's 100m"", ""Women's 200m""]",Mexico,,,2024
1536496,True,ALEMU Habitam,ALEMU H,Female,ETH,Ethiopia,"[""Women's 800m""]",Ethiopia,,,2024
1536497,True,MESELE Worknesh,MESELE W,Female,ETH,Ethiopia,"[""Women's 800m""]",Ethiopia,,,2024
1536498,True,DUGUMA Tsige,DUGUMA T,Female,ETH,Ethiopia,"[""Women's 800m""]",Ethiopia,,Silver,2024
1536522,True,ASHOK Aditi,ASHOK A,Female,IND,India,"[""Women's Individual Stroke Play""]",India,,,2024
1536523,True,DAGAR Diksha,DAGAR D,Female,IND,India,"[""Women's Individual Stroke Play""]",India,,,2024
1536568,True,FAYISA Abdisa,FAYISA A,Male,ETH,Ethiopia,"[""Men's 1500m""]",Ethiopia,,,2024
1536585,True,GUERRERO Ilse,GUERRERO I,Female,MEX,Mexico,"[""Women's 20km Race Walk""]",Mexico,,,2024
1536599,True,CHAMA Noel,CHAMA N,Male,MEX,Mexico,"[""Men's 20km Race Walk""]",Mexico,,,2024
1536600,True,ORTIZ Ricardo,ORTIZ R,Male,MEX,Mexico,"[""Men's 20km Race Walk""]",Mexico,,,2024
1536624,True,SHAHSAVARI Neda,SHAHSAVARI N,Female,IRI,IR Iran,"[""Women's Singles""]",IR Iran,,,2024
1536632,True,FALLAH Mobina,FALLAH M,Female,IRI,IR Iran,"[""Women's Individual""]",,,,2024
1536648,True,LOH Kean Yew,LOH KY,Male,SGP,Singapore,"[""Men's Singles""]",Malaysia,,,2024
1536649,True,HEE Yong Kai Terry,HEE YKT,Male,SGP,Singapore,['Mixed Doubles'],Singapore,,,2024
1536650,True,TAN Wei Han Jessica,TAN WHJ,Female,SGP,Singapore,['Mixed Doubles'],Singapore,,,2024
1536651,True,YEO Jia Min,YEO JM,Female,SGP,Singapore,"[""Women's Singles""]",Singapore,,,2024
1536669,True,LABIB Ali,LABIB A,Male,IRI,IR Iran,"[""Men's Road Race""]",IR Iran,Mountain bike: Represented Iran at the Asian Championships in 2019 and 2020,,2024
1536683,True,FASIHI Farzaneh,FASIHI F,Female,IRI,IR Iran,"[""Women's 100m""]",IR Iran,,,2024
1536701,True,TAFTIAN Hassan,TAFTIAN H,Male,IRI,IR Iran,"[""Men's 100m""]",IR Iran,,,2024
1536721,True,PANWAR Balraj,PANWAR B,Male,IND,India,"[""Men's Single Sculls""]",India,,,2024
1536885,True,RICKETTS Shanieka,RICKETTS S,Female,JAM,Jamaica,"[""Women's Triple Jump""]",Jamaica,,Silver,2024
1536925,True,HARRIS Naquille,HARRIS N,Male,SKN,St Kitts and Nevis,"[""Men's 100m""]",United States,,,2024
1536961,True,DAVOUDI Ali,DAVOUDI A,Male,IRI,IR Iran,"[""Men's +102kg""]",IR Iran,,,2024
1536971,True,JAVADI ALIABADI Mir Mostafa,JAVADI ALIABADI MM,Male,IRI,IR Iran,"[""Men's 89kg""]",,,,2024
1536983,True,WELTEJI Diribe,WELTEJI D,Female,ETH,Ethiopia,"[""Women's 1500m""]",Ethiopia,,,2024
1536990,True,HAYLOM Birke,HAYLOM B,Female,ETH,Ethiopia,"[""Women's 1500m""]",Ethiopia,,,2024
1536992,True,HAILU Freweyni,HAILU F,Female,ETH,Ethiopia,"[""Women's 5000m""]",Ethiopia,,,2024
1536996,True,AGHAMIRZAEIJENAGHARD Ali,AGHAMIRZAEIJENAGH,Male,IRI,IR Iran,"[""Men's Kayak Single 1000m""]",IR Iran,,,2024
1536997,True,MAYALA Freddy,MAYALA F,Male,CGO,Congo,"[""Men's 50m Freestyle""]",,,,2024
1536998,True,AREGAWI Berihu,AREGAWI B,Male,ETH,Ethiopia,"[""Men's 10,000m""]",Ethiopia,,Silver,2024
1536999,True,KEJELCHA Yomif,KEJELCHA Y,Male,ETH,Ethiopia,"[""Men's 10,000m""]",Ethiopia,,,2024
1537001,True,GEBRHIWET Hagos,GEBRHIWET H,Male,ETH,Ethiopia,"[""Men's 5000m""]",Ethiopia,,,2024
1537002,True,BOBIMBO Vanessa,BOBIMBO V,Female,CGO,Congo,"[""Women's 50m Freestyle""]",,,,2024
1537010,True,NGOYE Natacha,NGOYE N,Female,CGO,Congo,"[""Women's 100m""]",Congo,,,2024
1537012,True,SAIKHOM Mirabai Chanu,SAIKHOM MC,Female,IND,India,"[""Women's 49kg""]",India,,,2024
1537049,True,BAREGA Selemon,BAREGA S,Male,ETH,Ethiopia,"[""Men's 10,000m""]",Ethiopia,,,2024
1537052,True,TEFERA Samuel,TEFERA S,Male,ETH,Ethiopia,"[""Men's 1500m""]",Ethiopia,,,2024
1537053,True,YIHUNE Addisu,YIHUNE A,Male,ETH,Ethiopia,"[""Men's 5000m""]",Ethiopia,,,2024
1537057,True,MEHARY Biniam,MEHARY B,Male,ETH,Ethiopia,"[""Men's 5000m""]",Ethiopia,,,2024
1537066,True,TAYE Ejgayehu,TAYE E,Female,ETH,Ethiopia,"[""Women's 5000m""]",Ethiopia,,,2024
1537069,True,EISA Medina,EISA M,Female,ETH,Ethiopia,"[""Women's 5000m""]",Ethiopia,,,2024
1537079,True,GEBRESELAMA Tsigie,GEBRESELAMA T,Female,ETH,Ethiopia,"[""Women's 10,000m""]",Ethiopia,,,2024
1537135,True,ZENG Jian,ZENG J,Female,SGP,Singapore,"[""Women's Singles""]",China,,,2024
1537137,True,QUEK Izaac,QUEK I,Male,SGP,Singapore,"[""Men's Singles""]",,,,2024
1537144,True,VEGA Jerome,VEGA J,Male,PUR,Puerto Rico,"[""Men's Hammer Throw""]",Puerto Rico,,,2024
1537145,True,OWENS-DELERME Ayden,OWENS-DELERME A,Male,PUR,Puerto Rico,"[""Men's Decathlon""]",United States,,,2024
1537149,True,de ORBETA Rachelle,de ORBETA R,Female,PUR,Puerto Rico,"[""Women's 20km Race Walk""]",Puerto Rico,,,2024
1537150,True,SCOTT Gabby,SCOTT G,Female,PUR,Puerto Rico,"[""Women's 400m""]",Germany,,,2024
1537163,True,D'AMOUR Nicholas,D'AMOUR N,Male,ISV,"Virgin Islands, US","[""Men's Individual""]",United States,,,2024
1537168,True,CASTRO RIVERA Luis,CASTRO RIVERA L,Male,PUR,Puerto Rico,"[""Men's High Jump""]",Puerto Rico,,,2024
1537180,True,CEBALLOS Macarena,CEBALLOS M,Female,ARG,Argentina,"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",Argentina,,,2024
1537183,True,CAMACHO-QUINN Jasmine,CAMACHO-QUINN J,Female,PUR,Puerto Rico,"[""Women's 100m Hurdles""]",United States,,Bronze,2024
1537185,True,CHEVRIER Luc,CHEVRIER L,Male,LCA,Saint Lucia,"[""Men's Dinghy""]",France,,,2024
1537187,True,FERNANDEZ GAMBOA Pedro Luis,FERNANDEZ GAMBOA P,Male,PUR,Puerto Rico,"[""Men's Dinghy""]",Cuba,,,2024
1537188,True,RIVERA Sebastian C,RIVERA SC,Male,PUR,Puerto Rico,"[""Men's Freestyle 65kg""]",United States,,Bronze,2024
