code,current,name,name_short,gender,country_code,country,events,birth_country,other_sports,medal_type,year
1544385,True,TOOR Tajinderpal Singh,TOOR TS,Male,IND,India,"[""Men's Shot Put""]",India,,,2024
1544388,True,JENA Kishore,JENA K,Male,IND,India,"[""Men's Javelin Throw""]",India,Volleyball,,2024
1544392,True,ZHALAYEV Musa,ZHALAYEV M,Male,TKM,Turkmenistan,"[""Men's 100m Freestyle""]",,,,2024
1544413,True,KARAPETYAN Garik,KARAPETYAN G,Male,ARM,Armenia,"[""Men's 102kg""]",,,,2024
1544417,True,KARAPETYAN Andranik,KARAPETYAN A,Male,ARM,Armenia,"[""Men's 89kg""]",Armenia,,,2024
1544421,True,VENKATESAN Subha,VENKATESAN S,Female,IND,India,"[""Women's 4 x 400m Relay""]",,,,2024
1544423,True,DANDI Jyothika Sri,DANDI JS,Female,IND,India,"[""Women's 4 x 400m Relay""]",,,,2024
1544424,True,LALAYAN Varazdat,LALAYAN V,Male,ARM,Armenia,"[""Men's +102kg""]",,,Silver,2024
1544425,True,ANKITA,ANKITA,Female,IND,India,"[""Women's 5000m""]",India,,,2024
1544434,True,JEGOU Liam,JEGOU L,Male,IRL,Ireland,"[""Men's Canoe Single"", ""Men's Kayak Cross""]",France,,,2024
1544436,True,BOLES Claire,BOLES C,Female,IRL,Ireland,['Women'],Great Britain,Rugby union (15-a-side): Represented Ireland in the 2019 Six Nations Championship,,2024
1544444,True,RAFTERY Jack,RAFTERY J,Male,IRL,Ireland,['4 x 400m Relay Mixed'],,,,2024
1544445,True,BARR Thomas,BARR T,Male,IRL,Ireland,['4 x 400m Relay Mixed'],Ireland,,,2024
1544447,True,O'CONNOR Kate,O'CONNOR K,Female,IRL,Ireland,"[""Women's Heptathlon""]",Great Britain,,,2024
1544448,True,O'DONNELL Christopher,O'DONNELL C,Male,IRL,Ireland,['4 x 400m Relay Mixed'],Ireland,,,2024
1544449,True,FITZPATRICK Alanna,FITZPATRICK A,Female,IRL,Ireland,['Women'],Ireland,,,2024
1544454,True,LYNCH Daire,LYNCH D,Male,IRL,Ireland,"[""Men's Double Sculls""]",,,Bronze,2024
1544460,True,LAMBE Eimear,LAMBE E,Female,IRL,Ireland,"[""Women's Four""]",Ireland,,,2024
1544461,True,HYDE Zoe,HYDE Z,Female,IRL,Ireland,"[""Women's Double Sculls""]",Ireland,,,2024
1544462,True,CREMEN Margaret,CREMEN M,Female,IRL,Ireland,"[""Lightweight Women's Double Sculls""]",,,,2024
1544471,True,CHAUDHARY Parul,CHAUDHARY P,Female,IND,India,"[""Women's 3000m Steeplechase"", ""Women's 5000m""]",India,,,2024
1544479,True,KIRAN Pahal,KIRAN P,Female,IND,India,"[""Women's 400m"", ""Women's 4 x 400m Relay""]",India,,,2024
1544485,True,RANI Annu,RANI A,Female,IND,India,"[""Women's Javelin Throw""]",India,,,2024
1544511,True,PRACHI,PRACHI,Female,IND,India,"[""Women's 4 x 400m Relay""]",,,,2024
1544601,True,MALMGREN Emma Jonna,MALMGREN EJ,Female,SWE,Sweden,"[""Women's Freestyle 53kg""]",Sweden,,,2024
1544602,True,LINDBORG Sara Johanna,LINDBORG SJ,Female,SWE,Sweden,"[""Women's Freestyle 62kg""]",Sweden,,,2024
1544703,True,ATORA Emmannuella,ATORA E,Female,GAB,Gabon,['Women -57kg'],Gabon,,,2024
1544803,True,YAZDANICHARATI Hassan,YAZDANICHARATI H,Male,IRI,IR Iran,"[""Men's Freestyle 86kg""]",IR Iran,,Silver,2024
1544830,True,AMOUZADKHALILI Rahman,AMOUZADKHALILI R,Male,IRI,IR Iran,"[""Men's Freestyle 65kg""]",IR Iran,,Silver,2024
1544831,True,EMAMICHOGHAEI Yones,EMAMICHOGHAEI Y,Male,IRI,IR Iran,"[""Men's Freestyle 74kg""]",IR Iran,,,2024
1544880,True,MOHMADIPIANI Alireza,MOHMADIPIANI A,Male,IRI,IR Iran,"[""Men's Greco-Roman 87kg""]",,,Silver,2024
1544881,True,KAVIYANINEJAD Amin,KAVIYANINEJAD A,Male,IRI,IR Iran,"[""Men's Greco-Roman 77kg""]",IR Iran,,,2024
1544882,True,MIRZAZADEH Amin,MIRZAZADEH A,Male,IRI,IR Iran,"[""Men's Greco-Roman 130kg""]",IR Iran,,Bronze,2024
1544894,True,MOHSEN NEJAD Mehdi,MOHSEN NEJAD M,Male,IRI,IR Iran,"[""Men's Greco-Roman 60kg""]",IR Iran,,,2024
1544897,True,SARAVI Mohammadhadi,SARAVI M,Male,IRI,IR Iran,"[""Men's Greco-Roman 97kg""]",IR Iran,,Gold,2024
1544908,True,BENFERDJALLAH Fateh,BENFERDJALLAH F,Male,ALG,Algeria,"[""Men's Freestyle 86kg""]",,,,2024
1544917,True,DOUDOU Ibtissem,DOUDOU I,Female,ALG,Algeria,"[""Women's Freestyle 50kg""]",,,,2024
1544928,True,ESMAEILI LEIVESI Saeid,ESMAEILI LEIVESI S,Male,IRI,IR Iran,"[""Men's Greco-Roman 67kg""]",,,Gold,2024
1544936,True,AOUISSI Chaimaa Fouzia,AOUISSI CF,Female,ALG,Algeria,"[""Women's Freestyle 57kg""]",,,,2024
1545015,True,KHALMATOV Dilshot,KHALMATOV D,Male,UKR,Ukraine,['Men -60 kg'],Ukraine,,,2024
1545017,True,IADOV Bogdan,IADOV B,Male,UKR,Ukraine,['Men -66 kg'],Ukraine,,,2024
1545022,True,BILODID Daria,BILODID D,Female,UKR,Ukraine,['Women -57 kg'],Ukraine,,,2024
1545023,True,LYTVYNENKO Yelyzaveta,LYTVYNENKO Y,Female,UKR,Ukraine,['Women -78 kg'],Ukraine,,,2024
1545058,True,NGUYEN Huy Hoang,NGUYEN HH,Male,VIE,Vietnam,"[""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",Vietnam,Marathon Swimming: Silver medallist in 10km at the 2019 South East Asian Games,,2024
1545070,True,SHUBINA Ekaterina,SHUBINA E,Female,UZB,Uzbekistan,"[""Women's Kayak Single 500m""]",Uzbekistan,,,2024
1545086,True,ZOKIROVA Nilufar,ZOKIROVA N,Female,UZB,Uzbekistan,"[""Women's Canoe Single 200m""]",Uzbekistan,,,2024
1545115,True,OTEIZA Marie,OTEIZA M,Female,FRA,France,"[""Women's Individual""]",France,,,2024
1545116,True,CLOUVEL Elodie,CLOUVEL E,Female,FRA,France,"[""Women's Individual""]",France,Swimming: She was part of the national development swimming squad at age 15,Silver,2024
1545119,True,PRADES Valentin,PRADES V,Male,FRA,France,"[""Men's Individual""]",France,,,2024
1545123,True,MOURCIA Jean-Baptiste,MOURCIA JB,Male,FRA,France,"[""Men's Individual""]",France,,,2024
1545200,True,ZABELINSKAYA Olga,ZABELINSKAYA O,Female,UZB,Uzbekistan,"[""Women's Road Race"", ""Women's Individual Time Trial""]",Russian Federation,Motocross: After quitting cycling in 2006 she took up motocross and almost became a professional before deciding to return to cycling,,2024
1545203,True,BOUDROUMA Rami,BOUDROUMA R,Male,ALG,Algeria,"[""Men's Windsurfing""]",Algeria,,,2024
1545257,True,dos SANTOS Alcinda Lucas,dos SANTOS AL,Female,MOZ,Mozambique,"[""Women's 66kg""]",Mozambique,,,2024
1545302,True,GARCIA Eduardo Terrance,GARCIA ET,Male,ISV,"Virgin Islands, US","[""Men's Marathon""]",United States,,,2024
1545341,True,NJIE Faye,NJIE F,Male,GAM,Gambia,['Men -73 kg'],Finland,,,2024
1545461,True,KUSKOVA Yanina,KUSKOVA Y,Female,UZB,Uzbekistan,"[""Women's Road Race""]",,,,2024
1545464,True,SINGH Sarabjot,SINGH S,Male,IND,India,"['10m Air Pistol Men', '10m Air Pistol Mixed Team']",India,,Bronze,2024
1545471,True,DHILLON Raiza,DHILLON R,Female,IND,India,['Skeet Women'],India,,,2024
1545478,True,TSVETKOV Nikita,TSVETKOV N,Male,UZB,Uzbekistan,"[""Men's Road Race""]",,,,2024
1545496,True,WU Shao-Hsuan,WU SH,Male,TPE,Chinese Taipei,"[""Men's Kayak Single"", ""Men's Kayak Cross""]",Chinese Taipei,,,2024
1545498,True,CHANG Chu-Han,CHANG CH,Female,TPE,Chinese Taipei,"[""Women's Kayak Single"", ""Women's Kayak Cross""]",Chinese Taipei,,,2024
1545501,True,LAI Kuan-Chieh,LAI KC,Male,TPE,Chinese Taipei,"[""Men's Canoe Single 1000m""]",Chinese Taipei,,,2024
1545512,True,BIN KASDAN Mohamad Aniq,BIN KASDAN MA,Male,MAS,Malaysia,"[""Men's 61kg""]",Malaysia,,,2024
1545688,True,NEMOUR Kaylia,NEMOUR K,Female,ALG,Algeria,"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",France,,Gold,2024
1545803,True,FAKHRUTDINOVA Alise,FAKHRUTDINOVA A,Female,UZB,Uzbekistan,"[""Women's Individual""]",Russian Federation,,,2024
1545856,True,ALONSO Luana,ALONSO L,Female,PAR,Paraguay,"[""Women's 100m Butterfly""]",Paraguay,,,2024
1545877,True,LEHAIR Jeanne,LEHAIR J,Female,LUX,Luxembourg,"[""Women's Individual""]",France,,,2024
1545879,True,MAJERUS Christine,MAJERUS C,Female,LUX,Luxembourg,"[""Women's Road Race""]",Luxembourg,"Athletics: Won national titles as a junior in 400m and 800m. </p><p>Duathlon: Finished 16th at the 2005 Duathlon European Championships in Debrecen, Hungary. </p><p>Cyclocross and mountain bikes: Has represented Luxembourg at the cyclocross world championships and won a gold medal in mountain biking at the 2013 Games of the Small States of Europe in Luxembourg",,2024
1545881,True,van der WEKEN Patrizia,van der WEKEN P,Female,LUX,Luxembourg,"[""Women's 100m""]",,,,2024
1545882,True,MATEOS Matheo,MATEOS M,Male,PAR,Paraguay,"[""Men's 200m Individual Medley""]",Paraguay,,,2024
1545903,True,BRAIDOT Luca,BRAIDOT L,Male,ITA,Italy,"[""Men's Cross-country""]",Italy,,,2024
1545907,True,AVONDETTO Simone,AVONDETTO S,Male,ITA,Italy,"[""Men's Cross-country""]",Italy,Triathlon: Participated in the 2019 Winter World Championships and Winter European Championships,,2024
1545909,True,BERTA Martina,BERTA M,Female,ITA,Italy,"[""Women's Cross-country""]",Italy,"Cross-country skiing: In 2013, she claimed a bronze medal at the Italian junior championships",,2024
1545910,True,TEOCCHI Chiara,TEOCCHI C,Female,ITA,Italy,"[""Women's Cross-country""]",Italy,Cyclocross: Won back-to-back European U23 titles in the discipline in 2016 and 2017,,2024
1545913,True,BERTAGNOLI Pietro,BERTAGNOLI P,Male,ITA,Italy,['Men'],,,,2024
1545944,True,JOBE Ousman,JOBE O,Male,GAM,Gambia,"[""Men's 50m Freestyle""]",Gambia,,,2024
1545964,True,ANN Alasan,ANN A,Male,GAM,Gambia,['Men +80kg'],United States,,,2024
1545966,True,SISSOKO Fode,SISSOKO F,Male,MLI,Mali,"[""Men's 100m""]",Mali,,,2024
1546047,True,CLANCY Dean,CLANCY D,Male,IRL,Ireland,"[""Men's 63.5kg""]",Ireland,,,2024
1546048,True,MOOREHOUSE Daina,MOOREHOUSE D,Female,IRL,Ireland,"[""Women's 50kg""]",Ireland,,,2024
1546049,True,LEHANE Jennifer,LEHANE J,Female,IRL,Ireland,"[""Women's 54kg""]",Ireland,"Taekwondo: first competed internationally at age 15, winning silver at the 2013 Junior World Championships, bronze in the 2017 World Championships, and was two-time European champion (2018, 2019).  </p><p>Kickboxing: has competed internationally in various tournaments",,2024
1546051,True,MARLEY Jack,MARLEY J,Male,IRL,Ireland,"[""Men's 92kg""]",Ireland,,,2024
1546052,True,McGRORY Kelly,McGRORY K,Female,IRL,Ireland,"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",,,,2024
1546055,True,HILL Danielle,HILL D,Female,IRL,Ireland,"[""Women's 100m Backstroke"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", ""Women's 50m Freestyle""]",Great Britain,,,2024
1546057,True,WALSH Aidan,WALSH A,Male,IRL,Ireland,"[""Men's 71kg""]",Great Britain,,,2024
1546073,True,JACKSON Shericka,JACKSON S,Female,JAM,Jamaica,"[""Women's 200m"", ""Women's 4 x 100m Relay""]",Jamaica,,,2024
1546108,True,BOMMADEVARA Dhiraj,BOMMADEVARA D,Male,IND,India,"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",India,,,2024
1546110,True,RAI Tarundee,RAI T,Male,IND,India,"[""Men's Individual"", ""Men's Team""]",India,,,2024
1546112,True,JADHAV Pravin Ramesh,JADHAV PR,Male,IND,India,"[""Men's Individual"", ""Men's Team""]",,,,2024
1546122,True,SIBIRTSEV Ilya,SIBIRTSEV I,Male,UZB,Uzbekistan,"[""Men's 400m Freestyle"", ""Men's 800m Freestyle""]",Russian Federation,,,2024
1546132,True,KUMARI Deepika,KUMARI D,Female,IND,India,"[""Women's Individual"", ""Women's Team""]",India,,,2024
1546133,True,KAUR Bhajan,KAUR B,Female,IND,India,"[""Women's Individual"", ""Women's Team""]",,,,2024
1546200,True,BHAKAT Ankita,BHAKAT A,Female,IND,India,"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",India,,,2024
1546314,True,MYALIN Igor,MYALIN I,Male,UZB,Uzbekistan,"[""Men's 10m Platform""]",,,,2024
1546614,True,ZANOTTI Fabrizio,ZANOTTI F,Male,PAR,Paraguay,"[""Men's Individual Stroke Play""]",Paraguay,,,2024
1546621,True,NARVAEZ Gabriela,NARVAEZ G,Female,PAR,Paraguay,['Women -48 kg'],Argentina,,,2024
1546651,True,GRIGALASHVILI Tato,GRIGALASHVILI T,Male,GEO,Georgia,"['Men -81 kg', 'Mixed Team']",Georgia,,Silver,2024
1546662,True,INSFRAN Javier,INSFRAN J,Male,PAR,Paraguay,"[""Men's Single Sculls""]",,,,2024
1546670,True,VALIENTE AMARILLA Michelle Sharon,VALIENTE AMARILLA,Female,PAR,Paraguay,['Women'],Paraguay,,,2024
1546675,True,POLETTI Giuliana,POLETTI G,Female,PAR,Paraguay,['Women'],Paraguay,,,2024
1546687,True,CASTRO BURGOS Cecilia,CASTRO BURGOS C,Female,ESP,Spain,['Women -67kg'],Spain,,,2024
1546688,True,CEREZO IGLESIAS Adriana,CEREZO IGLESIAS A,Female,ESP,Spain,['Women -49kg'],Spain,,,2024
1546696,True,PEREZ POLO Javier,PEREZ POLO J,Male,ESP,Spain,['Men -68kg'],Spain,,,2024
1546697,True,VICENTE YUNTA Adrian,VICENTE YUNTA A,Male,ESP,Spain,['Men -58kg'],Spain,,,2024
1546749,True,SADIKU Donjeta,SADIKU D,Female,KOS,Kosovo,"[""Women's 60kg""]",,,,2024
1546985,True,BATHILY Astan Katherine Feghe,BATHILY AKF,Female,CIV,Côte d'Ivoire,['Women +67kg'],Côte d'Ivoire,,,2024
1547004,True,KNIGHT-WISDOM Yona,KNIGHT-WISDOM Y,Male,JAM,Jamaica,"[""Men's 3m Springboard""]",Great Britain,,,2024
1547098,True,NATARAJ Srihari,NATARAJ S,Male,IND,India,"[""Men's 100m Backstroke""]",India,,,2024
1547119,True,MORGAN Sophia Frances,MORGAN S,Female,FIJ,Fiji,"[""Women's Dinghy""]",Fiji,,,2024
1547131,True,DESINGHU Dhinidhi,DESINGHU D,Female,IND,India,"[""Women's 200m Freestyle""]",India,,,2024
1547690,True,IDOWU Saheed,IDOWU S,Male,CGO,Congo,"[""Men's Singles""]",Congo,,,2024
1547764,True,HIEBERT Xenia,HIEBERT X,Female,PAR,Paraguay,"[""Women's 100m""]",Paraguay,,,2024
1547788,True,ALMIRON Cesar,ALMIRON C,Male,PAR,Paraguay,"[""Men's 200m""]",Paraguay,,,2024
1547814,True,SABINO Steven,SABINO S,Male,MOZ,Mozambique,"[""Men's 100m""]",Mozambique,,,2024
1547863,True,CHIUMENTO Luca,CHIUMENTO L,Male,ITA,Italy,"[""Men's Quadruple Sculls""]",Italy,"Coastal rowing: Has claimed two silver medals at the world championships, in quad sculls in 2017, and double sculls in 2021",Silver,2024
1547865,True,GOBBI Stefania,GOBBI S,Female,ITA,Italy,"[""Women's Double Sculls""]",Italy,,,2024
1547866,True,GUERRA Clara,GUERRA C,Female,ITA,Italy,"[""Women's Double Sculls""]",Italy,,,2024
1547870,True,OPPO Stefano,OPPO S,Male,ITA,Italy,"[""Lightweight Men's Double Sculls""]",Italy,,Silver,2024
1547871,True,PANIZZA Andrea,PANIZZA A,Male,ITA,Italy,"[""Men's Quadruple Sculls""]",Italy,,Silver,2024
1547873,True,SOARES Gabriel,SOARES G,Male,ITA,Italy,"[""Lightweight Men's Double Sculls""]",Brazil,,Silver,2024
1547875,True,VICINO Giuseppe,VICINO G,Male,ITA,Italy,"[""Men's Four""]",Italy,,,2024
1547876,True,ABBAGNALE Vincenzo,ABBAGNALE V,Male,ITA,Italy,"[""Men's Eight""]",Italy,,,2024
1547877,True,BUMBACA Veronica,BUMBACA V,Female,ITA,Italy,"[""Women's Eight""]",Italy,,,2024
1547891,True,VERITA' Davide,VERITA' D,Male,ITA,Italy,"[""Men's Eight""]",Italy,,,2024
1547892,True,FRIGERIO Jacopo,FRIGERIO J,Male,ITA,Italy,"[""Men's Eight""]",Italy,,,2024
1547893,True,GAETANI LISEO Emanuele,GAETANI LISEO E,Male,ITA,Italy,"[""Men's Eight""]",Italy,Coastal rowing: Silver medallist in quadruple coxed sculls at the 2017 World Championships,,2024
1547894,True,MONDELLI Elisa,MONDELLI E,Female,ITA,Italy,"[""Women's Eight""]",Italy,Coastal rowing: Silver medallist in women's quadruple coxed sculls at the 2017 World Championships,,2024
1547895,True,MONFRECOLA Salvatore,MONFRECOLA S,Male,ITA,Italy,"[""Men's Eight""]",Italy,,,2024
1547896,True,PIETRA CAPRINA Leonardo,PIETRA CAPRINA L,Male,ITA,Italy,"[""Men's Eight""]",Italy,,,2024
1547897,True,ROCEK Aisha,ROCEK A,Female,ITA,Italy,"[""Women's Eight""]",Italy,Coastal rowing: Competed in mixed pairs with Simone Martini (ITA) at the 2021 World Championships,,2024
1547898,True,TERRAZZI Silvia,TERRAZZI S,Female,ITA,Italy,"[""Women's Eight""]",Italy,,,2024
1547899,True,ABAGNALE Giovanni,ABAGNALE G,Male,ITA,Italy,"[""Men's Four""]",Italy,,,2024
1547901,True,CODATO Giovanni,CODATO G,Male,ITA,Italy,"[""Men's Pair""]",Italy,,,2024
1547902,True,COMINI Davide,COMINI D,Male,ITA,Italy,"[""Men's Pair""]",Italy,,,2024
1547905,True,di MAURO Gennaro Alberto,di MAURO GA,Male,ITA,Italy,"[""Men's Eight""]",Italy,,,2024
1547906,True,LODO Matteo,LODO M,Male,ITA,Italy,"[""Men's Four""]",Italy,,,2024
1547910,True,SARTORI Matteo,SARTORI M,Male,ITA,Italy,"[""Men's Double Sculls""]",Italy,,,2024
1547911,True,de FILIPPIS Linda,de FILIPPIS L,Female,ITA,Italy,"[""Women's Eight""]",Italy,,,2024
1547912,True,DELLA VALLE Matteo,DELLA VALLE M,Male,ITA,Italy,"[""Men's Eight""]",Italy,,,2024
1547913,True,FAELLA Alessandra,FAELLA A,Female,ITA,Italy,"[""Men's Eight""]",Italy,,,2024
1547914,True,GNATTA Alice,GNATTA A,Female,ITA,Italy,"[""Women's Eight""]",Italy,,,2024
1548262,True,JOHANNES Helalia,JOHANNES H,Female,NAM,Namibia,"[""Women's Marathon""]",Namibia,,,2024
1548337,True,McPHERSON Stephenie Ann,McPHERSON SA,Female,JAM,Jamaica,"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",Jamaica,,,2024
1548352,True,NELSON Kemba,NELSON K,Female,JAM,Jamaica,"[""Women's 4 x 100m Relay""]",Jamaica,,,2024
1548381,True,GBAGBI Ruth,GBAGBI R,Female,CIV,Côte d'Ivoire,['Women -67kg'],Côte d'Ivoire,,,2024
1548401,True,CISSE Cheick Sallah,CISSE CS,Male,CIV,Côte d'Ivoire,['Men +80kg'],Côte d'Ivoire,,Bronze,2024
1548402,True,ORTIZ Alondra,ORTIZ A,Female,CRC,Costa Rica,"[""Women's 200m Butterfly""]",,,,2024
1548409,True,VEGA Alberto,VEGA A,Male,CRC,Costa Rica,"[""Men's 400m Freestyle""]",,,,2024
1548482,True,AZCARRAGA Andres,AZCARRAGA A,Male,MEX,Mexico,['Jumping Individual'],Mexico,,,2024
1548514,True,KIPLIMO Jacob,KIPLIMO J,Male,UGA,Uganda,"[""Men's 10,000m"", ""Men's 5000m""]",Uganda,,,2024
1548516,True,CHELANGAT Mercyline,CHELANGAT M,Female,UGA,Uganda,"[""Women's Marathon""]",Uganda,,,2024
1548527,True,CHELANGAT Sarah,CHELANGAT S,Female,UGA,Uganda,"[""Women's 10,000m""]",Uganda,,,2024
1548538,True,GIRMAY Biniam,GIRMAY B,Male,ERI,Eritrea,"[""Men's Road Race"", ""Men's Individual Time Trial""]",Eritrea,,,2024
1548543,True,MEREDOVA Valentina,MEREDOVA V,Female,TKM,Turkmenistan,"[""Women's 100m""]",Turkmenistan,,,2024
1548804,True,LIPARTELIANI Eteri,LIPARTELIANI E,Female,GEO,Georgia,"['Women -57 kg', 'Mixed Team']",Georgia,,,2024
1548817,True,BEKAURI Lasha,BEKAURI L,Male,GEO,Georgia,"['Men -90 kg', 'Mixed Team']",Georgia,,Gold,2024
1548824,True,SOMKHISHVILI Sophio,SOMKHISHVILI S,Female,GEO,Georgia,"['Women +78 kg', 'Mixed Team']",Georgia,,,2024
1548829,True,SHAVDATUASHVILI Lasha,SHAVDATUASHVILI L,Male,GEO,Georgia,"['Men -73 kg', 'Mixed Team']",Georgia,,,2024
1548845,True,GEGA Luiza,GEGA L,Female,ALB,Albania,"[""Women's 3000m Steeplechase""]",Albania,,,2024
1548852,True,EL ALLAOUI Majdouline,EL ALLAOUI M,Female,MAR,Morocco,"[""Women's Single Sculls""]",,,,2024
1548857,True,ABAKAROV Zelimkhan,ABAKAROV Z,Male,ALB,Albania,"[""Men's Freestyle 57kg""]",Russian Federation,,,2024
1548868,True,TACCHINI Carlo,TACCHINI C,Male,ITA,Italy,"[""Men's Canoe Single 1000m"", ""Men's Canoe Double 500m""]",Italy,,Silver,2024
1548871,True,CASADEI Gabriele,CASADEI G,Male,ITA,Italy,"[""Men's Canoe Double 500m""]",Italy,,Silver,2024
1548928,True,PARDAYEVA Maysa,PARDAYEVA M,Female,TKM,Turkmenistan,['Women -57 kg'],Turkmenistan,,,2024
1548933,True,NIKOLOVA Stiliana,NIKOLOVA S,Female,BUL,Bulgaria,['Individual All-Around'],Egypt,,,2024
1548934,True,TUSHISHVILI Guram,TUSHISHVILI G,Male,GEO,Georgia,['Men +100 kg'],Georgia,,,2024
1548935,True,RAHIMOV Serdar,RAHIMOV S,Male,TKM,Turkmenistan,['Men -66 kg'],Turkmenistan,,,2024
1548941,True,MARGVELASHVILI Vazha,MARGVELASHVILI V,Male,GEO,Georgia,"['Men -66 kg', 'Mixed Team']",Georgia,,,2024
1548948,True,KALEYN Boryana,KALEYN B,Female,BUL,Bulgaria,['Individual All-Around'],Bulgaria,,Silver,2024
1548949,True,ED DOGHMY Achraf,ED DOGHMY A,Male,MAR,Morocco,"[""Men's Road Race"", ""Men's Individual Time Trial""]",,,,2024
1548954,True,ASKILASHVILI Eter,ASKILASHVILI E,Female,GEO,Georgia,"['Women -63 kg', 'Mixed Team']",Georgia,,,2024
1548958,True,REEVES Dean,REEVES D,Male,MAR,Morocco,['Men'],,,,2024
1548976,True,IVANOVA Sofia,IVANOVA S,Female,BUL,Bulgaria,['Group All-Around'],Bulgaria,,,2024
1548985,True,PETROVA Kamelia,PETROVA K,Female,BUL,Bulgaria,['Group All-Around'],Bulgaria,,,2024
1548999,True,STOYANOV Rachel,STOYANOV R,Female,BUL,Bulgaria,['Group All-Around'],United States,,,2024
1549016,True,MINEVSKA Magdalina,MINEVSKA M,Female,BUL,Bulgaria,['Group All-Around'],,,,2024
1549023,True,VASILEVA Margarita,VASILEVA M,Female,BUL,Bulgaria,['Group All-Around'],Bulgaria,,,2024
1549030,True,SALUKVADZE Nino,SALUKVADZE N,Female,GEO,Georgia,"['10m Air Pistol Women', '25m Pistol Women']",Georgia,,,2024
1549041,True,ABDELMOULA Jawad,ABDELMOULA J,Male,MAR,Morocco,"[""Men's Individual""]",France,Athletics: Competed at national level in France,,2024
1549335,True,TSERAKH Hanna,TSERAKH H,Female,AIN,AIN,"[""Women's Road Race"", ""Women's Individual Time Trial""]",Belarus,,,2024
1549386,True,BIN DALLAH Mohammed,BIN DALLAH M,Male,LBA,Libya,['10m Air Pistol Men'],Libya,,,2024
1549446,True,ABICHA Mohammed,ABICHA M,Male,MAR,Morocco,['Men'],Morocco,,,2024
1549548,True,ELGRAOUI Zouheir,ELGRAOUI Z,Male,MAR,Morocco,['Men'],Morocco,,,2024
1549970,True,MORALES Yeziel,MORALES Y,Male,PUR,Puerto Rico,"[""Men's 100m Backstroke"", ""Men's 200m Backstroke""]",Puerto Rico,,,2024
1549971,True,ROMANO Kristen Elena,ROMANO KE,Female,PUR,Puerto Rico,"[""Women's 200m Individual Medley""]",United States,,,2024
1550000,True,CAMPOS Rafa,CAMPOS R,Male,PUR,Puerto Rico,"[""Men's Individual Stroke Play""]",Puerto Rico,,,2024
1550005,True,AFANADOR Brian,AFANADOR B,Male,PUR,Puerto Rico,"[""Men's Singles""]",Puerto Rico,,,2024
1550006,True,GONZALEZ Daniel,GONZALEZ D,Male,PUR,Puerto Rico,"[""Men's Singles""]",Puerto Rico,,,2024
1550011,True,DIAZ Adriana,DIAZ A,Female,PUR,Puerto Rico,"[""Women's Singles""]",Puerto Rico,,,2024
1550025,True,PAGAN India,PAGAN I,Female,PUR,Puerto Rico,['Women'],United States,,,2024
1550027,True,HOLLINGSHED Mya,HOLLINGSHED M,Female,PUR,Puerto Rico,['Women'],United States,,,2024
1550028,True,ROSADO Pamela,ROSADO P,Female,PUR,Puerto Rico,['Women'],Puerto Rico,3x3 basketball: Represented Puerto Rico at the 2019 World Cup,,2024
1550031,True,GUIRANTES Arella,GUIRANTES A,Female,PUR,Puerto Rico,['Women'],United States,,,2024
1550032,True,BENITEZ Jacqueline,BENITEZ J,Female,PUR,Puerto Rico,['Women'],United States,,,2024
1550035,True,JONES Brianna,JONES B,Female,PUR,Puerto Rico,['Women'],,,,2024
1550037,True,FRANCO Hugo,FRANCO H,Male,CUB,Cuba,"[""Men's Individual""]",Cuba,,,2024
1550042,True,MELENDEZ Tayra,MELENDEZ T,Female,PUR,Puerto Rico,['Women'],Puerto Rico,,,2024
1550045,True,SAN ANTONIO Trinity,SAN ANTONIO T,Female,PUR,Puerto Rico,['Women'],United States,,,2024
1550051,True,QUINONES Isalys,QUINONES I,Female,PUR,Puerto Rico,['Women'],United States,,,2024
1550067,True,BOLAT Ebru,BOLAT E,Female,ROU,Romania,"[""Women's Dinghy""]",Romania,,,2024
1550072,True,BOGDAN Ana,BOGDAN A,Female,ROU,Romania,"[""Women's Doubles"", ""Women's Singles""]",Romania,,,2024
1550074,True,CRISTIAN Jaqueline Adina,CRISTIAN JA,Female,ROU,Romania,"[""Women's Doubles"", ""Women's Singles""]",Romania,,,2024
1550075,True,NICULESCU Monica,NICULESCU M,Female,ROU,Romania,"[""Women's Doubles""]",Romania,,,2024
1550088,True,GANDIA Adrian,GANDIA A,Male,PUR,Puerto Rico,['Men -81 kg'],Puerto Rico,,,2024
1550089,True,PEREZ Maria,PEREZ M,Female,PUR,Puerto Rico,['Women -70 kg'],Puerto Rico,,,2024
1550108,True,ESSABAI Ahmed,ESSABAI A,Male,LBA,Libya,"[""Men's 100m""]",,,,2024
1550116,True,BELENIUK Zhan,BELENIUK Z,Male,UKR,Ukraine,"[""Men's Greco-Roman 87kg""]",Ukraine,,Bronze,2024
