code,current,name,name_short,name_tv,gender,function,country_code,country,nickname,medal_type,event,team,year,season
1878359,True,GUTTORMSEN Simen,GUTTORMSEN Si,Simen GUTTORMSEN,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878360,True,GUTTORMSEN Sondre,GUTTORMSEN So,Sondre GUTTORMSEN,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878365,True,MEZNGI Zerei Kbrom,MEZNGI ZK,Zerei Kbrom MEZNGI,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878368,True,INGVALDSEN Havard Bentdal,INGVALDSEN HB,Havard Bentdal INGVALDSEN,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878369,True,GROVDAL Karoline Bjerkeli,GROVDAL KB,Karoline Bjerkeli GROVDAL,Female,Athlete,NOR,Norway,Karo,,,,2024,Summer
1878373,True,LILLEFOSSE Pal Haugen,LILLEFOSSE PH,Pal Haugen LILLEFOSSE,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878374,True,MARDAL Thomas,MARDAL T,Thomas MARDAL,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878375,True,SKOTHEIM Sander,SKOTHEIM S,Sander SKOTHEIM,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878383,True,MOL Anders Berntsen,MOL AB,Anders Berntsen MOL,Male,Athlete,NOR,Norway,Andy,Bronze,Men,Mol/Sorum,2024,Summer
1878386,True,SOERUM Christian Sandlie,SOERUM CS,Christian Sandlie SOERUM,Male,Athlete,NOR,Norway,,Bronze,Men,Mol/Sorum,2024,Summer
1878388,True,HOFSTAD Sunniva,HOFSTAD S,Sunniva HOFSTAD,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878389,True,SHIHA Omar,SHIHA O,Omar SHIHA,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878394,True,AMUNDSEN Kristine Strand,AMUNDSEN KS,Kristine Strand AMUNDSEN,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878395,True,SLETSJOEE Anna Margrete,SLETSJOEE AM,Anna Margrete SLETSJOEE,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878397,True,VIRIK Maria,VIRIK M,Maria VIRIK,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878398,True,ORITSLAND Hedda,ORITSLAND H,Hedda ORITSLAND,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878403,True,ROEHME Knut,ROEHME K,Knut ROEHME,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878406,True,WAERENSKJOLD Soeren,WAERENSKJOLD S,Soeren WAERENSKJOLD,Male,Athlete,NOR,Norway,The hippopotamus from Mandal,,,,2024,Summer
1878412,True,EDSETH Marte Berg,EDSETH MB,Marte Berg EDSETH,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878413,True,FOSS Tobias,FOSS T,Tobias FOSS,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878414,True,GASKJENN Ingvild,GASKJENN I,Ingvild GASKJENN,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878415,True,STENBERG Anita,STENBERG A,Anita STENBERG,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878416,True,TUXEN Helle,TUXEN H,Helle TUXEN,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878418,True,FREESE Isabel,FREESE I,Isabel FREESE,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878420,True,GULLIKSEN Victoria,GULLIKSEN V,Victoria GULLIKSEN,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878424,True,STAVNAR Madelene,STAVNAR M,Madelene STAVNAR,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878425,True,BORGE Celine,BORGE C,Celine BORGE,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878428,True,HOVLAND Viktor,HOVLAND V,Viktor HOVLAND,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878430,True,BJOERNSEN Kristian,BJOERNSEN K,Kristian BJOERNSEN,Male,Athlete,NOR,Norway,"KB, Bjoss, Kissa",,,,2024,Summer
1878437,True,BARTHOLD Sebastian Hein,BARTHOLD SH,Sebastian Hein BARTHOLD,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878439,True,LYSE Simen Ulstad,LYSE SU,Simen Ulstad LYSE,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878442,True,BERGERUD Torbjoern Sittru,BERGERUD TS,Torbjoern Sittrup BERGERUD,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878443,True,OEVERBY Petter,OEVERBY P,Petter OEVERBY,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878450,True,REINKIND Harald,REINKIND H,Harald REINKIND,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878453,True,GROENDAHL Tobias Schjoelberg,GROENDAHL TS,Tobias Schjoelberg GROENDAHL,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878454,True,SAEVERAAS Kristian Skinstad,SAEVERAAS K,Kristian Skinstad SAEVERAAS,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878456,True,GULLERUD Magnus,GULLERUD M,Magnus GULLERUD,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878461,True,SAGOSEN Sander,SAGOSEN S,Sander SAGOSEN,Male,Athlete,NOR,Norway,King in the North,,,,2024,Summer
1878464,True,AGA Vetle Eck,AGA VE,Vetle Eck AGA,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878465,True,BLONZ Alexandre Christoffersen,BLONZ AC,Alexandre Christoffersen BLONZ,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878481,True,SETTERBLOM Gabriel Ask,SETTERBLOM GA,Gabriel Ask SETTERBLOM,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878486,True,MOERK Nora,MOERK N,Nora MOERK,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878487,True,HERREM Camilla,HERREM C,Camilla HERREM,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878490,True,RUSHFELDT DEILA Thale,RUSHFELDT DEILA T,Thale RUSHFELDT DEILA,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878492,True,SOLBERG-OESTHASSEL Silje,SOLBERG-OESTHASSEL,Silje SOLBERG-OESTHASSEL,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878493,True,INGSTAD Vilde,INGSTAD V,Vilde INGSTAD,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878494,True,DAVIDSEN Marie,DAVIDSEN M,Marie DAVIDSEN,Female,Alternate Athlete,NOR,Norway,,,,,2024,Summer
1878495,True,REISTAD Henny,REISTAD H,Henny REISTAD,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878496,True,SKOGRAND Stine,SKOGRAND S,Stine SKOGRAND,Female,Athlete,NOR,Norway,Skog,Gold,Women,Norway,2024,Summer
1878500,True,SOLBERG-ISAKSEN Sanna,SOLBERG-ISAKSEN S,Sanna SOLBERG-ISAKSEN,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878501,True,JACOBSEN Marit,JACOBSEN M,Marit JACOBSEN,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878509,True,LUNDE Katrine,LUNDE K,Katrine LUNDE,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878510,True,BAKKERUD Ingvild,BAKKERUD I,Ingvild BAKKERUD,Female,Alternate Athlete,NOR,Norway,Forsvarssjefen (Chief of Defence),,,,2024,Summer
1878511,True,BREISTOEL Kristine,BREISTOEL K,Kristine BREISTOEL,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878514,True,KRISTIANSEN Veronica,KRISTIANSEN V,Veronica KRISTIANSEN,Female,Athlete,NOR,Norway,Vikki,Gold,Women,Norway,2024,Summer
1878515,True,OFTEDAL Stine Bredal,OFTEDAL SB,Stine Bredal OFTEDAL,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878516,True,BRATTSET DALE Kari,BRATTSET DALE K,Kari BRATTSET DALE,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878518,True,AARDAHL Maren,AARDAHL M,Maren AARDAHL,Female,Athlete,NOR,Norway,,Gold,Women,Norway,2024,Summer
1878521,True,HELSETH Martin,HELSETH M,Martin HELSETH,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878523,True,HELSETH Thea,HELSETH T,Thea HELSETH,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878524,True,HELVIG Jan Oscar Stabe,HELVIG JOS,Jan Oscar Stabe HELVIG,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878525,True,BRUN Kristoffer,BRUN K,Kristoffer BRUN,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878529,True,JUEL Jonas Slettemark,JUEL JS,Jonas Slettemark JUEL,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878532,True,KAVLIE Inger Seim,KAVLIE IS,Inger Seim KAVLIE,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878533,True,SOLBAKKEN Erik Andre,SOLBAKKEN EA,Erik Andre SOLBAKKEN,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878534,True,BENSKE Lars Martin,BENSKE LM,Lars Martin BENSKE,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878535,True,BORCH Kjetil,BORCH K,Kjetil BORCH,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878536,True,TJOEM Ask Jarl,TJOEM AJ,Ask Jarl TJOEM,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878548,True,MAHARANI Maryam March,MAHARANI MM,Maryam March MAHARANI,Female,Athlete,INA,Indonesia,Rani,,,,2024,Summer
1878563,True,NADEEM Arshad,NADEEM A,Arshad NADEEM,Male,Athlete,PAK,Pakistan,,Gold,Men's Javelin Throw,,2024,Summer
1878597,True,MOBEKK Mina,MOBEKK M,Mina MOBEKK,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878599,True,ROENNINGEN Marie,ROENNINGEN M,Marie ROENNINGEN,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878600,True,TOMASGAARD Hermann,TOMASGAARD H,Hermann TOMASGAARD,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878602,True,HOEST Line Flem,HOEST LF,Line Flem HOEST,Female,Athlete,NOR,Norway,,Bronze,Women's Dinghy,,2024,Summer
1878609,True,NAESS Helene,NAESS H,Helene NAESS,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878613,True,LIA Nicholas,LIA N,Nicholas LIA,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878615,True,JOENTVEDT Jon,JOENTVEDT J,Jon JOENTVEDT,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878616,True,CHRISTIANSEN Henrik,CHRISTIANSEN H,Henrik CHRISTIANSEN,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878619,True,RUUD Casper,RUUD C,Casper RUUD,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878621,True,MILLER Lotte,MILLER L,Lotte MILLER,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878622,True,LOVSETH Solveig,LOVSETH S,Solveig LOVSETH,Female,Athlete,NOR,Norway,,,,,2024,Summer
1878623,True,THORN Vetle Bergsvik,THORN VB,Vetle Bergsvik THORN,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878624,True,BLUMMENFELT Kristian,BLUMMENFELT K,Kristian BLUMMENFELT,Male,Athlete,NOR,Norway,,,,,2024,Summer
1878625,True,KOANDA Solfrid Eila Amena,KOANDA SEA,Solfrid Eila Amena KOANDA,Female,Athlete,NOR,Norway,,Gold,Women's 81kg,,2024,Summer
1878635,True,BULLEN Grace Jacob,BULLEN GJ,Grace Jacob BULLEN,Female,Athlete,NOR,Norway,,Bronze,Women's Freestyle 62kg,,2024,Summer
1878687,True,SEIITBEK UULU Munarbek,SEIITBEK UULU M,Munarbek SEIITBEK UULU,Male,Athlete,KGZ,Kyrgyzstan,Munar,Silver,Men's 57kg,,2024,Summer
1878688,True,RIAZ Faiqa,RIAZ F,Faiqa RIAZ,Female,Athlete,PAK,Pakistan,,,,,2024,Summer
1878715,True,DOSTAL Josef,DOSTAL J,Josef DOSTAL,Male,Athlete,CZE,Czechia,Pepa,Gold,Men's Kayak Single 1000m,,2024,Summer
1878716,True,FUKSA Martin,FUKSA M,Martin FUKSA,Male,Athlete,CZE,Czechia,Fuksic,Gold,Men's Canoe Single 1000m,,2024,Summer
1878717,True,FUKSA Petr,FUKSA P,Petr FUKSA,Male,Athlete,CZE,Czechia,,,,,2024,Summer
1878719,True,HAVEL Daniel,HAVEL D,Daniel HAVEL,Male,Athlete,CZE,Czechia,Danes,,,,2024,Summer
1878730,True,PALOUDOVA Anezka,PALOUDOVA A,Anezka PALOUDOVA,Female,Athlete,CZE,Czechia,Ana,,,,2024,Summer
1878737,True,SPICAR Jakub,SPICAR J,Jakub SPICAR,Male,Athlete,CZE,Czechia,,,,,2024,Summer
1878753,True,KAPIRANTE David Sanayek,KAPIRANTE DS,David Sanayek KAPIRANTE,Male,Athlete,KEN,Kenya,,,,,2024,Summer
1878917,True,BURSKA Zofia,BURSKA Z,Zofia BURSKA,Female,Athlete,CZE,Czechia,Zos,,,,2024,Summer
1878927,True,SVIKOVA Katerina,SVIKOVA K,Katerina SVIKOVA,Female,Athlete,CZE,Czechia,Kacka,,,,2024,Summer
1878929,True,TKADLECOVA Sara,TKADLECOVA S,Sara TKADLECOVA,Female,Athlete,CZE,Czechia,,,,,2024,Summer
1878961,True,BACHER Florian,BACHER F,Florian BACHER,Male,Athlete,AUT,Austria,,,,,2024,Summer
1878962,True,LEHFELLNER Stefan,LEHFELLNER S,Stefan LEHFELLNER,Male,Athlete,AUT,Austria,,,,,2024,Summer
1878963,True,MAX-THEURER Victoria,MAX-THEURER V,Victoria MAX-THEURER,Female,Athlete,AUT,Austria,Vici,,,,2024,Summer
1878965,True,SCHUMACH Christian,SCHUMACH C,Christian SCHUMACH,Male,Alternate Athlete,AUT,Austria,Chris,,,,2024,Summer
1878970,True,KUEHNER Max,KUEHNER M,Max KUEHNER,Male,Athlete,AUT,Austria,,,,,2024,Summer
1878971,True,OBERNAUER Christoph,OBERNAUER C,Christoph OBERNAUER,Male,Alternate Athlete,AUT,Austria,,,,,2024,Summer
1878973,True,PUCK Gerfried,PUCK G,Gerfried PUCK,Male,Athlete,AUT,Austria,,,,,2024,Summer
1878975,True,RHOMBERG Katharina,RHOMBERG K,Katharina RHOMBERG,Female,Athlete,AUT,Austria,Kathi,,,,2024,Summer
1878976,True,AMBROS Harald,AMBROS H,Harald AMBROS,Male,Athlete,AUT,Austria,Hari,,,,2024,Summer
1878979,True,SIEGL Lea,SIEGL L,Lea SIEGL,Female,Athlete,AUT,Austria,,,,,2024,Summer
1879047,True,LUDWIG Cecilie Uttru,LUDWIG CU,Cecilie Uttrup LUDWIG,Female,Athlete,DEN,Denmark,,,,,2024,Summer
1879048,True,HANSEN Tobias Aagaard,HANSEN TA,Tobias Aagaard HANSEN,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879050,True,LETH Lasse Norman,LETH LN,Lasse Norman LETH,Male,Alternate Athlete,DEN,Denmark,,,,,2024,Summer
1879051,True,LETH Julie Norman,LETH JN,Julie Norman LETH,Female,Athlete,DEN,Denmark,,,,,2024,Summer
1879056,True,BJERG Emma Norsgaard,BJERG EN,Emma Norsgaard BJERG,Female,Athlete,DEN,Denmark,The Danish Rocket,,,,2024,Summer
1879057,True,DIDERIKSEN Amalie,DIDERIKSEN A,Amalie DIDERIKSEN,Female,Athlete,DEN,Denmark,Wicky (after a character in a Dutch cartoon),,,,2024,Summer
1879110,True,BENNAMA Billal,BENNAMA B,Billal BENNAMA,Male,Athlete,FRA,France,,Silver,Men's 51kg,,2024,Summer
1879111,True,OUMIHA Sofiane,OUMIHA S,Sofiane OUMIHA,Male,Athlete,FRA,France,The Maestro,Silver,Men's 63.5kg,,2024,Summer
1879112,True,TRAORE Makan,TRAORE M,Makan TRAORE,Male,Athlete,FRA,France,,,,,2024,Summer
1879113,True,LKHADIRI Wassila,LKHADIRI W,Wassila LKHADIRI,Female,Athlete,FRA,France,,,,,2024,Summer
1879114,True,ZIDANI Amina,ZIDANI A,Amina ZIDANI,Female,Athlete,FRA,France,,,,,2024,Summer
1879115,True,MOSSELY Estelle,MOSSELY E,Estelle MOSSELY,Female,Athlete,FRA,France,,,,,2024,Summer
1879116,True,MICHEL Davina,MICHEL D,Davina MICHEL,Female,Athlete,FRA,France,Nana,,,,2024,Summer
1879120,True,ABOUDOU MOINDZE Djamili-Dini,ABOUDOU MOINDZE DD,Djamili-Dini ABOUDOU MOINDZE,Male,Athlete,FRA,France,,Bronze,Men's +92kg,,2024,Summer
1879160,True,MOERKOEV Michael,MOERKOEV M,Michael MOERKOEV,Male,Athlete,DEN,Denmark,,Bronze,Men's Madison,Denmark,2024,Summer
1879161,True,BEVORT Carl-Frederik,BEVORT CF,Carl-Frederik BEVORT,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879162,True,KLINGE Ellen Hjollund,KLINGE EH,Ellen Hjollund KLINGE,Female,Alternate Athlete,DEN,Denmark,,,,,2024,Summer
1879163,True,SKJELMOSE Mattias,SKJELMOSE M,Mattias SKJELMOSE,Male,Athlete,DEN,Denmark,Skjelly,,,,2024,Summer
1879164,True,BJERG Mikkel Norsgaard,BJERG MN,Mikkel Norsgaard BJERG,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879166,True,BOHE Caroline,BOHE C,Caroline BOHE,Female,Athlete,DEN,Denmark,,,,,2024,Summer
1879167,True,KOERNER Rebecca,KOERNER R,Rebecca KOERNER,Female,Athlete,DEN,Denmark,,,,,2024,Summer
1879169,True,PEDERSEN Mads,PEDERSEN M,Mads PEDERSEN,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879171,True,ANDREASSEN Simon,ANDREASSEN S,Simon ANDREASSEN,Male,Athlete,DEN,Denmark,Skidz,,,,2024,Summer
1879179,True,PEDERSEN Rasmus Lund,PEDERSEN RL,Rasmus Lund PEDERSEN,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879180,True,LARSEN Niklas,LARSEN N,Niklas LARSEN,Male,Athlete,DEN,Denmark,,Bronze,Men's Madison,Denmark,2024,Summer
1879184,True,PEDERSEN Sofie Heby,PEDERSEN SH,Sofie Heby PEDERSEN,Female,Athlete,DEN,Denmark,,,,,2024,Summer
1879343,True,LIND Anders,LIND A,Anders LIND,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879344,True,ANDERSEN Martin Buch,ANDERSEN MB,Martin Buch ANDERSEN,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879345,True,GROTH Jonathan,GROTH J,Jonathan GROTH,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879357,True,MASIUK Ksawery,MASIUK K,Ksawery MASIUK,Male,Athlete,POL,Poland,,,,,2024,Summer
1879371,True,KALUSOWSKI Jan,KALUSOWSKI J,Jan KALUSOWSKI,Male,Athlete,POL,Poland,,,,,2024,Summer
1879372,True,MAIK Julia,MAIK J,Julia MAIK,Female,Athlete,POL,Poland,,,,,2024,Summer
1879402,True,SIERADZKI Kamil,SIERADZKI K,Kamil SIERADZKI,Male,Athlete,POL,Poland,,,,,2024,Summer
1879437,True,LUKASZEWICZ Robert,LUKASZEWICZ R,Robert LUKASZEWICZ,Male,Athlete,POL,Poland,,,,,2024,Summer
1879438,True,JASKIEWICZ Adrian,JASKIEWICZ A,Adrian JASKIEWICZ,Male,Athlete,POL,Poland,,,,,2024,Summer
1879440,True,TERTERYAN Nikolai,TERTERYAN N,Nikolai TERTERYAN,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879451,True,WOZNIAK Piotr,WOZNIAK P,Piotr WOZNIAK,Male,Athlete,POL,Poland,,,,,2024,Summer
1879454,True,BERNAT Laura,BERNAT L,Laura BERNAT,Female,Athlete,POL,Poland,,,,,2024,Summer
1879462,True,PISKORSKA Adela,PISKORSKA A,Adela PISKORSKA,Female,Athlete,POL,Poland,,,,,2024,Summer
1879464,True,MAJERSKI Jakub,MAJERSKI J,Jakub MAJERSKI,Male,Athlete,POL,Poland,Kuba,,,,2024,Summer
1879467,True,WASICK Katarzyna,WASICK K,Katarzyna WASICK,Female,Athlete,POL,Poland,"Wilczyca ('She-wolf', as her maiden name Wilk means wolf in Polish)",,,,2024,Summer
1879469,True,SOLMUNDE Viktor,SOLMUNDE V,Viktor SOLMUNDE,Male,Athlete,DEN,Denmark,,,,,2024,Summer
1879474,True,FAMULOK Zuzanna,FAMULOK Z,Zuzanna FAMULOK,Female,Athlete,POL,Poland,,,,,2024,Summer
1879483,True,LUDWICZAK Piotr,LUDWICZAK P,Piotr LUDWICZAK,Male,Athlete,POL,Poland,,,,,2024,Summer
1879488,True,PEDA Paulina,PEDA P,Paulina PEDA,Female,Athlete,POL,Poland,,,,,2024,Summer
1879490,True,DUDYS Dominik,DUDYS D,Dominik DUDYS,Male,Athlete,POL,Poland,,,,,2024,Summer
1879495,True,PISZCZOROWICZ Bartosz,PISZCZOROWICZ B,Bartosz PISZCZOROWICZ,Male,Athlete,POL,Poland,,,,,2024,Summer
1879497,True,STOKOWSKI Kacper,STOKOWSKI K,Kacper STOKOWSKI,Male,Athlete,POL,Poland,,,,,2024,Summer
1879504,True,CHMIELEWSKI Krzysztof,CHMIELEWSKI K,Krzysztof CHMIELEWSKI,Male,Athlete,POL,Poland,,,,,2024,Summer
1879505,True,CHMIELEWSKI Michal,CHMIELEWSKI M,Michal CHMIELEWSKI,Male,Athlete,POL,Poland,,,,,2024,Summer
1879515,True,FIEDKIEWICZ Kornelia,FIEDKIEWICZ K,Kornelia FIEDKIEWICZ,Female,Athlete,POL,Poland,,,,,2024,Summer
1879516,True,SZTANDERA Dominika,SZTANDERA D,Dominika SZTANDERA,Female,Athlete,POL,Poland,,,,,2024,Summer
1879517,True,CHOWANIEC Mateusz,CHOWANIEC M,Mateusz CHOWANIEC,Male,Athlete,POL,Poland,,,,,2024,Summer
1879518,True,BISULTANOV Turpal Ali,BISULTANOV TA,Turpal Ali BISULTANOV,Male,Athlete,DEN,Denmark,,Bronze,Men's Greco-Roman 87kg,,2024,Summer
1879625,True,ALVAREZ MENDOZA Daniela,ALVAREZ MENDOZA D,Daniela ALVAREZ MENDOZA,Female,Athlete,ESP,Spain,Dani,,,,2024,Summer
1879626,True,FERNANDEZ STEINER Liliana,FERNANDEZ STEINER,Liliana FERNANDEZ STEINER,Female,Athlete,ESP,Spain,Lili,,,,2024,Summer
1879628,True,GAVIRA COLLADO Adrian,GAVIRA COLLADO A,Adrian GAVIRA COLLADO,Male,Athlete,ESP,Spain,"Torito (Little Bull), Adri",,,,2024,Summer
1879630,True,HERRERA ALLEPUZ Pablo,HERRERA ALLEPUZ P,Pablo HERRERA ALLEPUZ,Male,Athlete,ESP,Spain,Flaquito del Swing,,,,2024,Summer
1879632,True,MORENO MATVEEVA Tania,MORENO MATVEEVA T,Tania MORENO MATVEEVA,Female,Athlete,ESP,Spain,,,,,2024,Summer
1879633,True,SORIA GUTIERREZ Paula,SORIA GUTIERREZ P,Paula SORIA GUTIERREZ,Female,Athlete,ESP,Spain,,,,,2024,Summer
1879661,True,BARRAQUE Jean Pascal,BARRAQUE JP,Jean Pascal BARRAQUE,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879669,True,DUPONT Antoine,DUPONT A,Antoine DUPONT,Male,Athlete,FRA,France,The Gifted,Gold,Men,France,2024,Summer
1879670,True,EPEE Nelson,EPEE N,Nelson EPEE,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879671,True,FORNER Theo,FORNER T,Theo FORNER,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879672,True,GRANDIDIER NKANANG Aaron,GRANDIDIER NKANANG,Aaron GRANDIDIER NKANANG,Male,Athlete,FRA,France,"Az, Aza",Gold,Men,France,2024,Summer
1879675,True,JOSEPH Jefferson-Lee,JOSEPH JL,Jefferson-Lee JOSEPH,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879681,True,PAREZ EDO MARTIN Stephen,PAREZ EDO MARTIN S,Stephen PAREZ EDO MARTIN,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879682,True,PASQUET Varian,PASQUET V,Varian PASQUET,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879683,True,REBBADJ Rayan,REBBADJ R,Rayan REBBADJ,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879684,True,RIVA Paulin,RIVA P,Paulin RIVA,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879685,True,SEPHO Jordan,SEPHO J,Jordan SEPHO,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879687,True,TIMO Andy,TIMO A,Andy TIMO,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879692,True,ZEGHDAR Antoine,ZEGHDAR A,Antoine ZEGHDAR,Male,Athlete,FRA,France,,Gold,Men,France,2024,Summer
1879776,True,MUKANDANGA Clementine,MUKANDANGA C,Clementine MUKANDANGA,Female,Athlete,RWA,Rwanda,,,,,2024,Summer
1879786,True,KADZIMAHAMEDAU Mahamedkhabib,KADZIMAHAMEDAU M,Mahamedkhabib KADZIMAHAMEDAU,Male,Athlete,AIN,AIN,,,,,2024,Summer
1879791,True,CONDE ROMERO Rodrigo,CONDE ROMERO R,Rodrigo CONDE ROMERO,Male,Athlete,ESP,Spain,,,,,2024,Summer
1879795,True,BRIZ ZAMORANO Esther,BRIZ ZAMORANO E,Esther BRIZ ZAMORANO,Female,Athlete,ESP,Spain,,,,,2024,Summer
1879796,True,CANALEJO PAZOS Jaime,CANALEJO PAZOS J,Jaime CANALEJO PAZOS,Male,Athlete,ESP,Spain,,,,,2024,Summer
1879797,True,CARRACEDO FERRERO Dennis,CARRACEDO FERRERO,Dennis CARRACEDO FERRERO,Male,Athlete,ESP,Spain,,,,,2024,Summer
1879798,True,CID I CENTELLES Aina,CID I CENTELLES A,Aina CID I CENTELLES,Female,Athlete,ESP,Spain,Pony,,,,2024,Summer
1879804,True,DIAZ RIVAS Virginia,DIAZ RIVAS V,Virginia DIAZ RIVAS,Female,Athlete,ESP,Spain,,,,,2024,Summer
1879807,True,GARCIA I PUJOLAR Aleix,GARCIA I PUJOLAR A,Aleix GARCIA I PUJOLAR,Male,Athlete,ESP,Spain,Pez,,,,2024,Summer
1879808,True,GARCIA ORDONEZ Javier,GARCIA ORDONEZ J,Javier GARCIA ORDONEZ,Male,Athlete,ESP,Spain,,,,,2024,Summer
1879811,True,HORTA POMBO Caetano Xose,HORTA POMBO CX,Caetano Xose HORTA POMBO,Male,Athlete,ESP,Spain,,,,,2024,Summer
1879826,True,DARLEUX MINGAM Cleopatre,DARLEUX MINGAM C,Cleopatre DARLEUX MINGAM,Female,Athlete,FRA,France,,Silver,Women,France,2024,Summer
1879830,True,FLIPPES Laura,FLIPPES L,Laura FLIPPES,Female,Athlete,FRA,France,,Silver,Women,France,2024,Summer
1879831,True,FOPPA Pauletta,FOPPA P,Pauletta FOPPA,Female,Athlete,FRA,France,,Silver,Women,France,2024,Summer
1879834,True,GLAUSER Laura,GLAUSER L,Laura GLAUSER,Female,Athlete,FRA,France,,Silver,Women,France,2024,Summer
1879835,True,GRANDVEAU Lena,GRANDVEAU L,Lena GRANDVEAU,Female,Athlete,FRA,France,,Silver,Women,France,2024,Summer
1879836,True,GRANIER Lucie,GRANIER L,Lucie GRANIER,Female,Athlete,FRA,France,,Silver,Women,France,2024,Summer
