code,current,name,name_short,name_tv,gender,function,country_code,country,nickname,medal_type,event,team,year,season
1532872,True,ALEKSANYAN Artur,ALEKSANYAN A,Artur ALEKSANYAN,Male,Athlete,ARM,Armenia,White Bear,Silver,Men's Greco-Roman 97kg,,2024,Summer
1532873,True,AMOYAN Malkhas,AMOYAN M,Malkhas AMOYAN,Male,Athlete,ARM,Armenia,,Bronze,Men's Greco-Roman 77kg,,2024,Summer
1532874,True,GALSTYAN Slavik,GALSTYAN S,Slavik GALSTYAN,Male,Athlete,ARM,Armenia,,,,,2024,Summer
1532944,True,HARUTYUNYAN Arsen,HARUTYUNYAN A,Arsen HARUTYUNYAN,Male,Athlete,ARM,Armenia,,,,,2024,Summer
1532945,True,TEVANYAN Vazgen,TEVANYAN V,Vazgen TEVANYAN,Male,Athlete,ARM,Armenia,,,,,2024,Summer
1532951,True,ARENAS Lorena,ARENAS L,Lorena ARENAS,Female,Athlete,COL,Colombia,,,,,2024,Summer
1533112,True,McKENZIE Ashley,McKENZIE A,Ashley McKENZIE,Male,Athlete,JAM,Jamaica,Bad Boy,,,,2024,Summer
1533136,True,BASS BITTAYE Gina Mariam,BASS BITTAYE GM,Gina Mariam BASS BITTAYE,Female,Athlete,GAM,Gambia,Earlier in her career she was nicknamed the 'Poor Olympian' due to the financial challenges she faced,,,,2024,Summer
1533176,True,CAMARA Ebrahima,CAMARA E,Ebrahima CAMARA,Male,Athlete,GAM,Gambia,,,,,2024,Summer
1533188,True,RUEDA SANTOS Lizeth,RUEDA SANTOS L,Lizeth RUEDA SANTOS,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1533189,True,TAPIA VIDAL Rosa Maria,TAPIA VIDAL RM,Rosa Maria TAPIA VIDAL,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1533190,True,GRAJALES Crisanto,GRAJALES C,Crisanto GRAJALES,Male,Athlete,MEX,Mexico,"Diamante Negro (Black Diamond), Martillo Xalapeno (Hammer from Xalapa, given to him by Spanish triathlete Javier Gomez Noya)",,,,2024,Summer
1533208,True,MAAROUFOU Hachim,MAAROUFOU H,Hachim MAAROUFOU,Male,Athlete,COM,Comoros,,,,,2024,Summer
1533209,True,SAADI Maesha,SAADI M,Maesha SAADI,Female,Athlete,COM,Comoros,,,,,2024,Summer
1533230,True,DIOSDADO Nuria,DIOSDADO N,Nuria DIOSDADO,Female,Athlete,MEX,Mexico,"Nutria (""Otter"" in Spanish)",,,,2024,Summer
1533231,True,JIMENEZ Joana,JIMENEZ J,Joana JIMENEZ,Female,Athlete,MEX,Mexico,Joa,,,,2024,Summer
1533232,True,SOBRINO Jessica,SOBRINO J,Jessica SOBRINO,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1533234,True,ALFEREZ Regina,ALFEREZ R,Regina ALFEREZ,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1533235,True,ARELLANO Fernanda,ARELLANO F,Fernanda ARELLANO,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1533237,True,TOSCANO Pamela,TOSCANO P,Pamela TOSCANO,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1533239,True,GONZALEZ Itzamary,GONZALEZ I,Itzamary GONZALEZ,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1533240,True,RODRIGUEZ Samanta,RODRIGUEZ S,Samanta RODRIGUEZ,Female,Athlete,MEX,Mexico,Samanta,,,,2024,Summer
1533243,True,INZUNZA Glenda,INZUNZA G,Glenda INZUNZA,Female,Alternate Athlete,MEX,Mexico,,,,,2024,Summer
1533245,True,SEHEN Sajjad,SEHEN S,Sajjad SEHEN,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1533359,True,RUBAIAWI Ali Ammar Yusur,RUBAIAWI AAY,Ali Ammar Yusur RUBAIAWI,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1533364,True,ISMAIL Mohamed,ISMAIL M,Mohamed ISMAIL,Male,Athlete,DJI,Djibouti,Fatah,,,,2024,Summer
1533371,True,HASSAN Ibrahim,HASSAN I,Ibrahim HASSAN,Male,Athlete,DJI,Djibouti,Ougas,,,,2024,Summer
1533372,True,WAISS Abdi,WAISS A,Abdi WAISS,Male,Athlete,DJI,Djibouti,,,,,2024,Summer
1533374,True,HASSAN NOUR Samiyah,HASSAN NOUR S,Samiyah HASSAN NOUR,Female,Athlete,DJI,Djibouti,,,,,2024,Summer
1533378,True,HOUSSEIN BARKAT Houmed,HOUSSEIN BARKAT H,Houmed HOUSSEIN BARKAT,Male,Athlete,DJI,Djibouti,,,,,2024,Summer
1535180,True,BARAT Andy,BARAT A,Andy BARAT,Male,Athlete,COM,Comoros,,,,,2024,Summer
1535186,True,MARTINEZ RAMIREZ Miguel Angel,MARTINEZ RAMIREZ M,Miguel Angel MARTINEZ RAMIREZ,Male,Athlete,MEX,Mexico,Piolin,,,,2024,Summer
1535187,True,VERDE ALVAREZ Marco Alonso,VERDE ALVAREZ MA,Marco Alonso VERDE ALVAREZ,Male,Athlete,MEX,Mexico,Green,Silver,Men's 71kg,,2024,Summer
1535191,True,GONZALEZ Alegna,GONZALEZ A,Alegna GONZALEZ,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535195,True,LOPEZ Jesus Tonatiu,LOPEZ JT,Jesus Tonatiu LOPEZ,Male,Athlete,MEX,Mexico,Tona,,,,2024,Summer
1535199,True,PORTILLO Erick,PORTILLO E,Erick PORTILLO,Male,Athlete,MEX,Mexico,El flaco (the slim one),,,,2024,Summer
1535201,True,MUNOZ Uziel,MUNOZ U,Uziel MUNOZ,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535202,True,del REAL Diego,del REAL D,Diego del REAL,Male,Athlete,MEX,Mexico,The Cat. El Thor Mexicano (the Mexican Thor),,,,2024,Summer
1535203,True,DOCTOR Jose Luis,DOCTOR JL,Jose Luis DOCTOR,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535212,True,MORAN Paola,MORAN P,Paola MORAN,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535214,True,GALVAN Laura,GALVAN L,Laura GALVAN,Female,Athlete,MEX,Mexico,The Gazelle from La Sauceda (her hometown),,,,2024,Summer
1535216,True,CORTES Alma Delia,CORTES AD,Alma Delia CORTES,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535217,True,CRISTIAN MOSCOTE Citlali,CRISTIAN MOSCOTE C,Citlali CRISTIAN MOSCOTE,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535222,True,PALMA OLIVARES Ever Jair,PALMA OLIVARES EJ,Ever Jair PALMA OLIVARES,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535225,True,OETLING RAMIREZ Elena,OETLING RAMIREZ E,Elena OETLING RAMIREZ,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535226,True,AGUILAR CHAVEZ PEON Mariana,AGUILAR CH P,Mariana AGUILAR CHAVEZ PEON,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535252,True,LECHUGA ALANIS Kenia,LECHUGA ALANIS K,Kenia LECHUGA ALANIS,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535260,True,LOPEZ GARCIA Alexis,LOPEZ GARCIA A,Alexis LOPEZ GARCIA,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535267,True,CARBALLO NIETO Miguel,CARBALLO NIETO M,Miguel CARBALLO NIETO,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535310,True,BLANCO Luisa,BLANCO L,Luisa BLANCO,Female,Athlete,COL,Colombia,,,,,2024,Summer
1535343,True,WILLARS VALDEZ Randal,WILLARS VALDEZ R,Randal WILLARS VALDEZ,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535345,True,BERLIN REYES Kevin,BERLIN REYES K,Kevin BERLIN REYES,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535346,True,OROZCO LOZA Alejandra,OROZCO LOZA A,Alejandra OROZCO LOZA,Female,Athlete,MEX,Mexico,Ale,,,,2024,Summer
1535348,True,AGUNDEZ GARCIA Gabriela,AGUNDEZ GARCIA G,Gabriela AGUNDEZ GARCIA,Female,Athlete,MEX,Mexico,Gaby,,,,2024,Summer
1535349,True,OLVERA IBARRA Osmar,OLVERA IBARRA O,Osmar OLVERA IBARRA,Male,Athlete,MEX,Mexico,,Bronze,Men's 3m Springboard,,2024,Summer
1535349,True,OLVERA IBARRA Osmar,OLVERA IBARRA O,Osmar OLVERA IBARRA,Male,Athlete,MEX,Mexico,,Silver,Men's Synchronised 3m Springboard,Mexico,2024,Summer
1535350,True,GARZA PEREZ Eugenio,GARZA PEREZ E,Eugenio GARZA PEREZ,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535351,True,FERNANDEZ Federico,FERNANDEZ F,Federico FERNANDEZ,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535354,True,de LARA OJEDA Miguel Alejandro,de LARA OJEDA MA,Miguel Alejandro de LARA OJEDA,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535356,True,MORENO Alexa,MORENO A,Alexa MORENO,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535357,True,SANDOVAL Ahtziri,SANDOVAL A,Ahtziri SANDOVAL,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535358,True,FLORES Sofia,FLORES S,Sofia FLORES,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535359,True,SALAZAR Kimberly,SALAZAR K,Kimberly SALAZAR,Female,Athlete,MEX,Mexico,Kiki,,,,2024,Summer
1535360,True,TEJEDA Adirem,TEJEDA A,Adirem TEJEDA,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535361,True,ALCOCER Dalia,ALCOCER D,Dalia ALCOCER,Female,Athlete,MEX,Mexico,Dalita,,,,2024,Summer
1535362,True,GUTIERREZ Julia,GUTIERREZ J,Julia GUTIERREZ,Female,Athlete,MEX,Mexico,July,,,,2024,Summer
1535363,True,HERNANDEZ Emiliano,HERNANDEZ E,Emiliano HERNANDEZ,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535364,True,CARRILLO Duilio,CARRILLO D,Duilio CARRILLO,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535365,True,OLIVER Mayan,OLIVER M,Mayan OLIVER,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535366,True,SANSORES Carlos,SANSORES C,Carlos SANSORES,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535367,True,SOUZA Daniela Paola,SOUZA DP,Daniela Paola SOUZA,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535368,True,CLELAND QUINONEZ Alan,CLELAND QUINONEZ A,Alan CLELAND QUINONEZ,Male,Athlete,MEX,Mexico,Chango,,,,2024,Summer
1535373,True,GRIGORIAN Aram,GRIGORIAN A,Aram GRIGORIAN,Male,Athlete,UAE,UA Emirates,,,,,2024,Summer
1535374,True,KOSTOEV Dzhafar,KOSTOEV D,Dzhafar KOSTOEV,Male,Athlete,UAE,UA Emirates,,,,,2024,Summer
1535375,True,MAGOMEDOMAROV Magomedomar,MAGOMEDOMAROV M,Magomedomar MAGOMEDOMAROV,Male,Athlete,UAE,UA Emirates,,,,,2024,Summer
1535376,True,TATALASHVILI Nugzari,TATALASHVILI N,Nugzari TATALASHVILI,Male,Athlete,UAE,UA Emirates,Bacho,,,,2024,Summer
1535383,True,BISHRELT Khorloodoi,BISHRELT K,Khorloodoi BISHRELT,Female,Athlete,UAE,UA Emirates,"Hoogii. ""My foreign friends called me Hoogii because they couldn’t pronounce my full name."" (Athlete, 19 Apr 2024)",,,,2024,Summer
1535385,True,HOUSSEIN Alexandre,HOUSSEIN A,Alexandre HOUSSEIN,Male,Athlete,DJI,Djibouti,,,,,2024,Summer
1535395,True,AL SAYEGH Safia,AL SAYEGH S,Safia AL SAYEGH,Female,Athlete,UAE,UA Emirates,,,,,2024,Summer
1535420,True,VALENCIA Alejandra,VALENCIA A,Alejandra VALENCIA,Female,Athlete,MEX,Mexico,,Bronze,Women's Team,Mexico,2024,Summer
1535429,True,RUIZ Angela,RUIZ A,Angela RUIZ,Female,Athlete,MEX,Mexico,Angy,Bronze,Women's Team,Mexico,2024,Summer
1535430,True,GRANDE Matias,GRANDE M,Matias GRANDE,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535433,True,PRIETO Marcela,PRIETO M,Marcela PRIETO,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535438,True,RAMIREZ RAMOS Edson Ismael,RAMIREZ RAMOS EI,Edson Ismael RAMIREZ RAMOS,Male,Athlete,MEX,Mexico,El Chino,,,,2024,Summer
1535439,True,RODRIGUEZ Gabriela,RODRIGUEZ G,Gabriela RODRIGUEZ,Female,Athlete,MEX,Mexico,"Gaby, Gabi",,,,2024,Summer
1535440,True,ZAVALA VAZQUEZ Alejandra,ZAVALA VAZQUEZ A,Alejandra ZAVALA VAZQUEZ,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535441,True,QUEZADA MARQUEZ Carlos,QUEZADA MARQUEZ C,Carlos QUEZADA MARQUEZ,Male,Athlete,MEX,Mexico,Charly,,,,2024,Summer
1535442,True,PENAFLOR MOYSEN Aram Michell,PENAFLOR MOYSEN AM,Aram Michell PENAFLOR MOYSEN,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1535444,True,REINOSO Sofia,REINOSO S,Sofia REINOSO,Female,Athlete,MEX,Mexico,Sofi,,,,2024,Summer
1535448,True,BRIONES FRAGOZA Beatriz,BRIONES FRAGOZA B,Beatriz BRIONES FRAGOZA,Female,Athlete,MEX,Mexico,The Russian,,,,2024,Summer
1535449,True,ALANIS MORALES Karina,ALANIS MORALES K,Karina ALANIS MORALES,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1535505,True,LINARES Natalia,LINARES N,Natalia LINARES,Female,Athlete,COL,Colombia,,,,,2024,Summer
1535506,True,LONGA Ronal,LONGA R,Ronal LONGA,Male,Athlete,COL,Colombia,,,,,2024,Summer
1535511,True,RUIZ HURTADO Flor Denis,RUIZ HURTADO FD,Flor Denis RUIZ HURTADO,Female,Athlete,COL,Colombia,,,,,2024,Summer
1535512,True,ORJUELA Angie,ORJUELA A,Angie ORJUELA,Female,Athlete,COL,Colombia,,,,,2024,Summer
1535513,True,RENTERIA RENTERIA Tatiana,RENTERIA RENTERIA,Tatiana RENTERIA RENTERIA,Female,Athlete,COL,Colombia,,Bronze,Women's Freestyle 76kg,,2024,Summer
1535514,True,VALDES PANA Angie Paola,VALDES PANA AP,Angie Paola VALDES PANA,Female,Athlete,COL,Colombia,,,,,2024,Summer
1535522,True,ARBOLEDA MENDOZA Valeria,ARBOLEDA MENDOZA V,Valeria ARBOLEDA MENDOZA,Female,Athlete,COL,Colombia,,,,,2024,Summer
1535524,True,BOLANOS LOPEZ Victor,BOLANOS LOPEZ V,Victor BOLANOS LOPEZ,Male,Athlete,COL,Colombia,,,,,2024,Summer
1535609,True,ABDOLI Samyar,ABDOLI S,Samyar ABDOLI,Male,Athlete,IRI,IR Iran,,,,,2024,Summer
1535660,True,SIMWAKA Asimenye,SIMWAKA A,Asimenye SIMWAKA,Female,Athlete,MAW,Malawi,,,,,2024,Summer
1535693,True,AL MARZOOQI Omar Abdul Aziz,AL MARZOOQI OAA,Omar Abdul Aziz AL MARZOOQI,Male,Athlete,UAE,UA Emirates,Champ,,,,2024,Summer
1535729,True,SERRANO Franco,SERRANO F,Franco SERRANO,Male,Athlete,ARG,Argentina,,,,,2024,Summer
1535766,True,KUMEL SAADI,KUMEL SAADI,KUMEL SAADI,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535776,True,JOSEF AL IMAM,JOSEF AL IMAM,JOSEF AL IMAM,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535804,True,MUNTADHER ABDULAMEER,MUNTADHER ABDULAM,MUNTADHER ABDULAMEER,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535805,True,MUNTADHER MOHAMMED,MUNTADHER MOHAMMED,MUNTADHER MOHAMMED,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535852,True,MAEDER Maximilian,MAEDER M,Maximilian MAEDER,Male,Athlete,SGP,Singapore,Max,Bronze,Men's Kite,,2024,Summer
1535853,True,LO Ryan,LO R,Ryan LO,Male,Athlete,SGP,Singapore,Ryan,,,,2024,Summer
1535854,True,SIM En Yi Letitia,SIM EYL,En Yi Letitia SIM,Female,Athlete,SGP,Singapore,,,,,2024,Summer
1535856,True,TAN Jonathan Eu Jin,TAN JEJ,Jonathan Eu Jin TAN,Male,Athlete,SGP,Singapore,,,,,2024,Summer
1535858,True,PEREIRA Veronica Shanti,PEREIRA VS,Veronica Shanti PEREIRA,Female,Athlete,SGP,Singapore,Sprint Queen,,,,2024,Summer
1535910,True,ZAID TAHSEEN,ZAID TAHSEEN,ZAID TAHSEEN,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535913,True,HUSSEIN AMER,HUSSEIN AMER,HUSSEIN AMER,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535914,True,ANAK LISES Bertrand Rhodict,ANAK LISES BR,Bertrand Rhodict ANAK LISES,Male,Athlete,MAS,Malaysia,,,,,2024,Summer
1535916,True,HUSSEIN LAWEND,HUSSEIN LAWEND,HUSSEIN LAWEND,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535918,True,WONG Guanjie Johnathan,WONG GJ,Guanjie Johnathan WONG,Male,Athlete,MAS,Malaysia,John,,,,2024,Summer
1535925,True,MOHAMAD ZUBIR Nur Aisyah,MOHAMAD ZUBIR NA,Nur Aisyah MOHAMAD ZUBIR,Female,Athlete,MAS,Malaysia,,,,,2024,Summer
1535926,True,MOHAMAD LATIF Nur Shazrin,MOHAMAD LATIF NS,Nur Shazrin MOHAMAD LATIF,Female,Athlete,MAS,Malaysia,Shazrin,,,,2024,Summer
1535927,True,ALI JASIM,ALI JASIM,ALI JASIM,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535928,True,KARRAR SAAD,KARRAR SAAD,KARRAR SAAD,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535929,True,KARRAR MOHAMMED,KARRAR MOHAMMED,KARRAR MOHAMMED,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535930,True,NIHAD MOHAMMED,NIHAD MOHAMMED,NIHAD MOHAMMED,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1535959,True,DOUA Camil,DOUA C,Camil DOUA,Male,Athlete,MTN,Mauritania,,,,,2024,Summer
1535993,True,CHEW Caroline,CHEW C,Caroline CHEW,Female,Athlete,SGP,Singapore,,,,,2024,Summer
1536032,True,HERNANDEZ FLORES Margarita,HERNANDEZ FLORES M,Margarita HERNANDEZ FLORES,Female,Athlete,MEX,Mexico,"Mago, Maguito",,,,2024,Summer
1536045,True,SALIMI Arian,SALIMI A,Arian SALIMI,Male,Athlete,IRI,IR Iran,,Gold,Men +80kg,,2024,Summer
1536058,True,BARKHORDARI Mehran,BARKHORDARI M,Mehran BARKHORDARI,Male,Athlete,IRI,IR Iran,,Silver,Men -80kg,,2024,Summer
1536064,True,NEMATZADEH Mobina,NEMATZADEH M,Mobina NEMATZADEH,Female,Athlete,IRI,IR Iran,,Bronze,Women -49kg,,2024,Summer
1536067,True,KIYANICHANDEH Nahid,KIYANICHANDEH N,Nahid KIYANICHANDEH,Female,Athlete,IRI,IR Iran,,Silver,Women -57kg,,2024,Summer
1536157,True,MPALI Adam,MPALI A,Adam MPALI,Male,Athlete,GAB,Gabon,,,,,2024,Summer
1536175,True,AMISON Naima-Zahra,AMISON NZ,Naima-Zahra AMISON,Female,Athlete,DJI,Djibouti,,,,,2024,Summer
1536184,True,STREHLKE DELGADO Paulo,STREHLKE DELGADO P,Paulo STREHLKE DELGADO,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1536190,True,SANDOVAL AYALA Martha,SANDOVAL AYALA M,Martha SANDOVAL AYALA,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1536196,True,ESTUDILLO TORRES Alejandra,ESTUDILLO TORRES A,Alejandra ESTUDILLO TORRES,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1536197,True,CELAYA HERNANDEZ Juan Manuel,CELAYA HERNANDEZ J,Juan Manuel CELAYA HERNANDEZ,Male,Athlete,MEX,Mexico,Meme,Silver,Men's Synchronised 3m Springboard,Mexico,2024,Summer
1536198,True,VAZQUEZ MONTANO Aranza,VAZQUEZ MONTANO A,Aranza VAZQUEZ MONTANO,Female,Athlete,MEX,Mexico,,,,,2024,Summer
1536207,True,ALIPOUR SHENAZANDIFARD Reza,ALI POUR R,Reza ALI POUR,Male,Athlete,IRI,IR Iran,Persian Cheetah,,,,2024,Summer
1536214,True,ALAMIAN Nima,ALAMIAN N,Nima ALAMIAN,Male,Athlete,IRI,IR Iran,,,,,2024,Summer
1536215,True,ALAMIYAN Noshad,ALAMIYAN N,Noshad ALAMIYAN,Male,Athlete,IRI,IR Iran,,,,,2024,Summer
1536233,True,YASEEN Taha Hussein,YASEEN TH,Taha Hussein YASEEN,Male,Athlete,IRQ,Iraq,,,,,2024,Summer
1536251,True,MAAN Tulika,MAAN T,Tulika MAAN,Female,Athlete,IND,India,Ganga,,,,2024,Summer
1536341,True,ANCER Abraham,ANCER A,Abraham ANCER,Male,Athlete,MEX,Mexico,El Turco,,,,2024,Summer
1536368,True,SHARMA Shubhankar,SHARMA S,Shubhankar SHARMA,Male,Athlete,IND,India,,,,,2024,Summer
1536371,True,BHULLAR Gaganjeet,BHULLAR G,Gaganjeet BHULLAR,Male,Athlete,IND,India,,,,,2024,Summer
1536372,True,GIRMA Ermias,GIRMA E,Ermias GIRMA,Male,Athlete,ETH,Ethiopia,,,,,2024,Summer
1536460,True,ROJAS Carlos,ROJAS C,Carlos ROJAS,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1536467,True,MARTINEZ WING Bruno,MARTINEZ WING B,Bruno MARTINEZ WING,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1536479,True,VAZQUEZ Ana,VAZQUEZ A,Ana VAZQUEZ,Female,Athlete,MEX,Mexico,Pau,Bronze,Women's Team,Mexico,2024,Summer
1536494,True,RIVERA Edgar,RIVERA E,Edgar RIVERA,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1536495,True,TAMAYO-GARZA Cecilia,TAMAYO-GARZA C,Cecilia TAMAYO-GARZA,Female,Athlete,MEX,Mexico,El Ray de Guanajuato (The Ray of Guanajuato),,,,2024,Summer
1536496,True,ALEMU Habitam,ALEMU H,Habitam ALEMU,Female,Athlete,ETH,Ethiopia,,,,,2024,Summer
1536497,True,MESELE Worknesh,MESELE W,Worknesh MESELE,Female,Athlete,ETH,Ethiopia,,,,,2024,Summer
1536498,True,DUGUMA Tsige,DUGUMA T,Tsige DUGUMA,Female,Athlete,ETH,Ethiopia,,Silver,Women's 800m,,2024,Summer
1536522,True,ASHOK Aditi,ASHOK A,Aditi ASHOK,Female,Athlete,IND,India,,,,,2024,Summer
1536523,True,DAGAR Diksha,DAGAR D,Diksha DAGAR,Female,Athlete,IND,India,,,,,2024,Summer
1536568,True,FAYISA Abdisa,FAYISA A,Abdisa FAYISA,Male,Athlete,ETH,Ethiopia,,,,,2024,Summer
1536585,True,GUERRERO Ilse,GUERRERO I,Ilse GUERRERO,Female,Athlete,MEX,Mexico,La Pequena Gigante (The Little Giant),,,,2024,Summer
1536599,True,CHAMA Noel,CHAMA N,Noel CHAMA,Male,Athlete,MEX,Mexico,Palito (Little Stick),,,,2024,Summer
1536600,True,ORTIZ Ricardo,ORTIZ R,Ricardo ORTIZ,Male,Athlete,MEX,Mexico,,,,,2024,Summer
1536624,True,SHAHSAVARI Neda,SHAHSAVARI N,Neda SHAHSAVARI,Female,Athlete,IRI,IR Iran,,,,,2024,Summer
1536632,True,FALLAH Mobina,FALLAH M,Mobina FALLAH,Female,Athlete,IRI,IR Iran,,,,,2024,Summer
1536648,True,LOH Kean Yew,LOH KY,Kean Yew LOH,Male,Athlete,SGP,Singapore,,,,,2024,Summer
1536649,True,HEE Yong Kai Terry,HEE YKT,Yong Kai Terry HEE,Male,Athlete,SGP,Singapore,,,,,2024,Summer
1536650,True,TAN Wei Han Jessica,TAN WHJ,Wei Han Jessica TAN,Female,Athlete,SGP,Singapore,,,,,2024,Summer
1536651,True,YEO Jia Min,YEO JM,Jia Min YEO,Female,Athlete,SGP,Singapore,,,,,2024,Summer
1536669,True,LABIB Ali,LABIB A,Ali LABIB,Male,Athlete,IRI,IR Iran,,,,,2024,Summer
1536683,True,FASIHI Farzaneh,FASIHI F,Farzaneh FASIHI,Female,Athlete,IRI,IR Iran,Jaguar,,,,2024,Summer
1536701,True,TAFTIAN Hassan,TAFTIAN H,Hassan TAFTIAN,Male,Athlete,IRI,IR Iran,The Iranian Cheetah,,,,2024,Summer
1536721,True,PANWAR Balraj,PANWAR B,Balraj PANWAR,Male,Athlete,IND,India,The 'MS Dhoni of Indian rowing' (Dhoni is a famous Indian cricketer),,,,2024,Summer
1536885,True,RICKETTS Shanieka,RICKETTS S,Shanieka RICKETTS,Female,Athlete,JAM,Jamaica,,Silver,Women's Triple Jump,,2024,Summer
1536925,True,HARRIS Naquille,HARRIS N,Naquille HARRIS,Male,Athlete,SKN,St Kitts and Nevis,,,,,2024,Summer
1536961,True,DAVOUDI Ali,DAVOUDI A,Ali DAVOUDI,Male,Athlete,IRI,IR Iran,,,,,2024,Summer
1536971,True,JAVADI ALIABADI Mir Mostafa,JAVADI ALIABADI MM,Mir Mostafa JAVADI ALIABADI,Male,Athlete,IRI,IR Iran,,,,,2024,Summer
1536983,True,WELTEJI Diribe,WELTEJI D,Diribe WELTEJI,Female,Athlete,ETH,Ethiopia,,,,,2024,Summer
1536990,True,HAYLOM Birke,HAYLOM B,Birke HAYLOM,Female,Athlete,ETH,Ethiopia,,,,,2024,Summer
1536992,True,HAILU Freweyni,HAILU F,Freweyni HAILU,Female,Alternate Athlete,ETH,Ethiopia,,,,,2024,Summer
1536996,True,AGHAMIRZAEIJENAGHARD Ali,AGHAMIRZAEIJENAGH,Ali AGHAMIRZAEIJENAGHARD,Male,Athlete,IRI,IR Iran,,,,,2024,Summer
1536997,True,MAYALA Freddy,MAYALA F,Freddy MAYALA,Male,Athlete,CGO,Congo,,,,,2024,Summer
1536998,True,AREGAWI Berihu,AREGAWI B,Berihu AREGAWI,Male,Athlete,ETH,Ethiopia,,Silver,"Men's 10,000m",,2024,Summer
1536999,True,KEJELCHA Yomif,KEJELCHA Y,Yomif KEJELCHA,Male,Athlete,ETH,Ethiopia,,,,,2024,Summer
1537001,True,GEBRHIWET Hagos,GEBRHIWET H,Hagos GEBRHIWET,Male,Athlete,ETH,Ethiopia,,,,,2024,Summer
1537002,True,BOBIMBO Vanessa,BOBIMBO V,Vanessa BOBIMBO,Female,Athlete,CGO,Congo,,,,,2024,Summer
1537010,True,NGOYE Natacha,NGOYE N,Natacha NGOYE,Female,Athlete,CGO,Congo,,,,,2024,Summer
1537012,True,SAIKHOM Mirabai Chanu,SAIKHOM MC,Mirabai Chanu SAIKHOM,Female,Athlete,IND,India,Mira,,,,2024,Summer
1537049,True,BAREGA Selemon,BAREGA S,Selemon BAREGA,Male,Athlete,ETH,Ethiopia,,,,,2024,Summer
1537052,True,TEFERA Samuel,TEFERA S,Samuel TEFERA,Male,Athlete,ETH,Ethiopia,,,,,2024,Summer
1537053,True,YIHUNE Addisu,YIHUNE A,Addisu YIHUNE,Male,Athlete,ETH,Ethiopia,,,,,2024,Summer
1537057,True,MEHARY Biniam,MEHARY B,Biniam MEHARY,Male,Athlete,ETH,Ethiopia,,,,,2024,Summer
